Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Penalty,Average_Rank
17,MSFT,Technology,23.3,21.9,-1.2,-1.7,-5.1,2.2,5.0,0.9,8.8,17.7,54.2,225.5,149.7,-12.1,1.2,137.2,106.4,89.7,36.0,37.0,22.0,29.0,28,58.6
18,MSTR,Technology,646.2,48.7,-6.5,-13.7,-21.8,-23.6,-2.5,161.8,450.8,544.3,971.9,1184.6,1381.3,-52.0,1.4,1174.3,222.8,712.6,11.0,11.0,11.0,22.0,44,59.4
19,ETN,Industrials,10.8,40.5,-1.5,4.5,-1.6,3.4,1.4,3.3,21.3,54.7,101.0,153.0,52.7,-17.7,1.4,59.9,31.8,80.4,39.0,42.0,34.0,38.0,23,61.2
20,BNB-USD,Unknown,42747.1,95.2,-4.8,4.5,17.8,24.3,28.6,80.7,96.5,385.9,2052.3,3273.0,44897.0,-24.0,1.1,33055.6,5933.7,42897.7,1.0,1.0,1.0,2.0,60,61.4
21,PANW,Technology,33.5,54.0,-3.9,4.6,-0.1,-2.5,-1.3,1.6,19.0,68.3,144.6,272.3,96.5,-40.4,1.3,90.7,34.3,99.9,34.0,34.0,26.0,35.0,29,61.8
22,ETH-USD,Unknown,277.4,41.8,-5.7,-11.4,29.1,54.2,39.4,33.4,52.2,94.2,636.2,619.7,750.0,-62.6,1.3,536.1,274.7,335.1,15.0,16.0,17.0,21.0,45,63.0
23,ASML,Technology,0.1,23.8,2.5,24.0,20.3,21.7,18.5,2.2,0.4,0.4,54.5,205.5,113.5,-35.4,1.9,95.0,97.4,66.5,47.0,47.0,25.0,31.0,30,66.2
24,ENPH,Technology,339.0,19.0,-0.4,-3.5,-3.4,-23.9,-43.1,-71.4,-95.5,-112.2,-56.3,477.0,2128.4,-79.8,1.4,3197.2,4206.5,408.1,13.0,13.0,5.0,4.0,60,67.8
25,AAPL,Technology,9.3,34.4,5.4,6.5,14.5,7.1,1.9,1.4,0.3,7.6,66.7,214.4,60.7,-17.7,1.5,76.3,28.4,75.7,42.0,44.0,31.0,39.0,30,69.0
26,SPOT,Communication Services,111.1,70.8,-0.8,-2.8,-5.7,-1.2,22.8,99.6,223.2,207.9,219.2,216.9,169.1,-29.4,1.1,121.1,17.2,163.2,24.0,26.0,24.0,44.0,41,73.4
27,WMT,Consumer Defensive,17.3,58.0,-3.5,2.0,-2.6,-4.1,-1.2,18.2,27.8,38.9,43.6,67.9,47.3,-24.1,1.6,19.3,0.4,86.9,37.0,40.0,45.0,49.0,39,83.0
28,COIN,Financial Services,117.5,84.6,4.2,0.1,1.2,25.5,30.6,61.7,162.3,131.4,131.4,131.4,149.0,-56.0,1.3,87.0,5.7,157.1,25.0,22.0,27.0,47.0,50,83.6
29,UNI-USD,Unknown,183.1,6.8,0.0,2.4,-2.6,6.4,11.9,-9.9,-6.9,-30.5,-42.6,-42.6,4320.3,-119.8,1.6,4544.0,5884.3,213.2,19.0,19.0,4.0,3.0,74,83.6
30,NVDL,Unknown,148.2,32.5,0.9,-2.5,9.5,54.0,41.2,137.7,395.7,395.7,395.7,395.7,455.5,0.0,1.7,546.4,208.6,186.7,20.0,20.0,16.0,24.0,65,85.8
31,QQQ,Unknown,-13.1,4.0,1.5,1.6,1.5,3.7,4.6,6.1,13.9,15.2,33.5,85.3,25.3,-14.7,1.7,0.0,182.5,56.1,51.0,54.0,79.0,27.0,40,87.6
32,IONQ,Technology,289.2,86.3,-13.7,58.3,59.8,98.5,204.6,370.2,566.0,551.5,551.5,551.5,337.7,-16.8,1.9,73.5,6.2,321.6,16.0,14.0,32.0,46.0,60,90.8
33,MELI,Consumer Cyclical,-20.4,3.0,2.2,1.5,-3.7,-2.5,5.2,16.7,34.5,36.2,101.9,476.0,97.3,-24.0,1.6,0.0,435.2,49.2,55.0,60.0,79.0,17.0,46,91.6
34,META,Communication Services,35.0,77.5,-5.8,-3.3,-4.9,1.4,5.3,28.4,111.8,113.1,132.2,196.6,69.2,-82.5,1.3,23.8,-8.1,101.4,33.0,33.0,43.0,55.0,48,91.8
35,ADBE,Technology,10.6,13.1,-1.2,-0.2,-8.0,-16.1,-27.0,-47.8,-53.1,-68.1,-78.7,-40.9,169.6,-13.4,1.5,317.1,325.2,77.0,41.0,43.0,19.0,20.0,65,93.6
36,HOOD,Financial Services,205.6,92.4,-3.2,12.5,22.8,84.1,180.8,472.7,657.8,645.9,645.9,645.9,226.7,-52.4,1.3,72.6,-0.0,234.2,18.0,17.0,33.0,50.5,60,93.8
37,LUNR,Industrials,116.7,23.8,2.3,10.2,-6.8,-4.3,-14.8,54.7,16.6,2.8,2.8,2.8,627.1,-43.1,1.6,263.3,102.1,135.8,28.0,24.0,20.0,30.0,69,95.4
38,VST,Utilities,26.1,52.6,-3.2,4.0,-0.8,16.5,26.7,150.8,326.7,532.3,567.5,631.4,127.3,-86.3,1.4,80.1,-8.6,94.7,35.0,36.0,29.0,56.0,53,95.4
39,WM,Industrials,8.7,33.8,-0.6,-5.6,-11.3,-16.8,-14.2,-16.7,-20.5,-14.2,-14.9,6.1,44.5,-9.6,1.3,79.6,51.2,78.2,40.0,45.0,30.0,33.0,60,96.2
40,UBER,Technology,11.7,65.7,0.4,0.2,1.2,6.9,15.3,22.2,61.8,73.6,74.1,74.1,43.2,-48.7,1.2,23.5,-2.1,67.0,46.0,41.0,44.0,52.0,50,97.0
41,BLK,Financial Services,-5.4,20.6,3.5,-0.1,1.7,3.3,3.7,10.4,9.3,2.5,7.9,6.4,46.9,-19.0,1.5,0.0,6.5,61.0,49.0,51.0,79.0,45.0,45,98.8
42,SO,Utilities,17.7,49.5,2.4,-1.0,-4.4,-8.4,-7.0,-6.6,-13.3,-14.2,-24.4,-48.6,72.5,-36.1,1.2,47.9,35.8,86.8,38.0,39.0,35.0,34.0,65,101.0
43,TGTX,Healthcare,35.9,37.4,6.2,15.5,-3.8,-15.8,-0.2,58.9,91.0,83.2,127.6,109.8,234.0,-82.7,1.4,-5.7,-45.4,105.5,32.0,32.0,113.0,68.0,39,101.6
44,AMZN,Consumer Cyclical,-29.6,0.1,0.1,-6.5,-6.3,-5.5,-6.1,-2.4,11.9,-1.1,-0.2,112.0,155.9,-29.7,1.8,0.0,1910.5,36.8,64.0,70.0,79.0,7.0,57,102.4
45,RKLB,Industrials,146.7,79.0,-3.5,-4.7,10.2,61.3,133.2,516.9,610.8,514.1,514.1,514.1,198.6,-48.1,1.9,44.4,-3.8,179.9,23.0,21.0,38.0,54.0,65,103.0
46,PLTR,Technology,73.6,50.4,-2.6,7.4,14.7,38.1,131.1,448.6,885.7,918.7,918.7,918.7,171.8,-26.0,2.5,24.3,-8.7,108.8,31.0,30.0,42.0,57.0,60,103.4
47,ADSK,Technology,-36.9,1.6,1.5,4.8,-1.1,0.8,0.3,2.7,0.5,-13.6,-18.4,40.1,55.3,-38.4,1.7,0.0,531.6,32.6,67.0,74.0,79.0,16.0,53,103.4
48,NEE,Utilities,-21.8,2.1,2.1,-3.2,-4.0,-7.0,-12.5,-16.5,-33.2,-47.2,-58.4,-57.7,99.8,-24.4,1.9,0.0,1591.2,47.8,56.0,62.0,79.0,8.0,65,107.6
49,HIMS,Healthcare,27.9,45.5,4.1,18.8,4.4,13.7,61.2,222.5,331.1,409.9,394.9,394.9,137.9,-64.0,1.6,2.7,-30.3,71.9,43.0,35.0,46.0,63.0,60,110.0
50,AMAT,Technology,-24.9,16.8,6.5,24.3,10.2,16.3,7.2,-4.8,3.2,12.3,69.7,193.1,102.6,-50.7,2.2,0.0,-39.8,41.5,61.0,66.0,79.0,66.0,43,110.6
51,LIN,Basic Materials,-19.6,2.8,-6.1,-3.6,-5.3,-9.4,-9.4,-16.2,-17.8,-9.6,1.2,30.2,25.0,-20.9,1.5,0.0,220.1,49.6,54.0,58.0,79.0,23.0,65,112.4
52,NTRA,Healthcare,-25.8,26.6,-3.6,-2.5,-0.6,-1.7,1.0,54.6,97.8,85.7,181.9,520.7,127.4,-81.2,1.4,0.0,-137.4,44.9,59.0,67.0,79.0,77.0,41,112.8
53,JOBY,Industrials,91.7,97.1,14.6,14.7,36.2,83.5,115.3,134.0,145.4,108.9,108.9,108.9,96.2,-56.8,1.7,-4.2,-3.1,129.3,29.0,27.0,112.0,53.0,60,114.8
54,BKNG,Consumer Cyclical,-9.3,59.8,4.6,-4.4,-6.6,-5.6,-0.4,13.1,35.7,59.3,65.6,70.5,19.8,-52.6,1.6,0.0,-19.5,57.1,50.0,53.0,79.0,61.0,54,114.8
55,PLD,Real Estate,-22.6,5.7,-3.3,-2.2,-1.8,-7.1,-12.3,-26.0,-39.7,-52.0,-60.8,-63.2,43.5,-26.6,1.8,0.0,197.9,46.6,58.0,64.0,79.0,25.0,65,115.2
56,CAT,Industrials,-29.2,14.5,7.7,7.7,10.8,17.9,14.9,17.3,27.0,46.3,70.1,117.9,47.7,-42.2,1.8,0.0,-102.2,40.3,62.0,69.0,79.0,72.0,50,120.8
57,NFLX,Communication Services,-19.8,11.0,-0.6,-5.0,-9.5,-4.5,13.5,53.2,103.1,113.9,114.7,315.5,170.2,-43.3,1.6,0.0,-193.8,49.8,53.0,59.0,79.0,79.0,51,120.8
58,MA,Financial Services,0.0,15.8,-1.4,-7.7,-6.4,-11.4,-8.4,-7.5,-6.3,-4.5,-4.7,70.8,76.0,-14.3,1.7,45.8,24.6,66.4,48.0,48.5,36.0,40.0,80,122.5
59,TMDX,Healthcare,-27.9,23.7,-2.3,0.9,-10.7,9.8,13.0,13.9,15.5,147.1,199.4,199.4,92.9,-65.4,1.6,0.0,22.5,18.5,78.0,68.0,79.0,41.0,63,124.4
60,ALB,Basic Materials,-79.3,0.9,-0.2,-2.4,15.0,10.5,-5.0,-36.8,-66.7,-85.4,-94.9,-125.6,137.3,-81.2,2.6,0.0,1997.4,-10.2,95.0,97.0,79.0,6.0,69,125.6
61,ISRG,Healthcare,-38.0,3.3,2.9,-5.4,-16.0,-22.5,-25.3,-17.9,-8.7,-4.2,3.1,98.2,67.6,-41.6,1.5,0.0,91.4,31.6,68.0,75.0,79.0,32.0,75,132.2
62,VOO,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,69.1,45.0,48.5,79.0,50.5,80,134.7
63,JNJ,Healthcare,-29.8,18.1,2.0,-1.6,4.1,0.2,0.8,-10.2,-24.7,-35.8,-53.2,-81.8,29.1,-42.8,2.2,0.0,-37.7,36.6,65.0,71.0,79.0,65.0,66,135.0
64,GE,Industrials,-49.0,34.8,2.0,7.4,8.6,16.9,33.0,76.4,158.9,256.2,308.6,193.8,16.0,-83.7,1.3,0.0,-101.9,20.6,75.0,80.0,79.0,71.0,60,135.2
65,UPS,Industrials,-85.4,0.5,-0.3,-6.2,-16.4,-25.5,-35.8,-56.7,-76.2,-92.7,-108.8,-145.0,80.5,-86.3,3.0,0.0,1017.1,-15.8,103.0,104.0,79.0,12.0,75,137.0
66,ARM,Technology,-5.7,1.8,-2.3,-0.7,-10.3,-0.5,-7.4,14.4,13.1,13.1,13.1,13.1,100.9,-7.7,1.7,0.0,1356.8,19.6,76.5,52.0,79.0,9.0,94,139.1
67,ENS,Industrials,-146.6,8.1,0.0,4.0,8.5,4.0,0.6,-12.1,-18.4,-21.9,-35.8,-68.2,26.2,-161.9,2.5,0.0,-875.7,70.8,44.0,112.0,79.0,92.0,61,144.8
68,GRAB,Technology,-16.6,49.7,-5.3,19.7,19.9,15.3,21.6,35.0,33.7,-0.3,-0.3,-0.3,29.4,-62.1,1.8,0.0,-43.9,16.4,81.0,55.0,79.0,67.0,75,144.8
69,ARKX,Unknown,-17.4,50.1,8.2,2.8,7.6,18.9,29.9,42.4,41.0,26.7,26.7,26.7,1.3,-36.2,2.0,0.0,-14.3,16.5,80.0,56.0,79.0,58.0,80,146.2
70,AEP,Utilities,-19.1,24.9,-0.7,-5.5,-5.4,-10.0,-6.9,-6.7,-18.3,-26.4,-46.3,-72.5,32.8,-36.3,1.7,0.0,-19.9,50.0,52.0,57.0,79.0,62.0,85,147.4
71,SEDG,Technology,-148.1,2.2,0.0,10.9,50.0,86.5,99.7,17.7,-36.7,-80.9,-104.8,-113.1,281.2,-157.7,2.4,0.0,-1295.8,-76.5,112.0,113.0,79.0,97.0,48,147.6
72,UNH,Healthcare,-66.0,19.1,1.6,10.9,14.0,-11.1,-29.2,-48.5,-63.3,-68.6,-75.6,-70.5,20.5,-86.4,1.9,0.0,-86.4,3.6,91.0,94.0,79.0,70.0,67,147.8
73,ICLN,Unknown,-68.7,2.2,-0.2,2.7,5.9,9.0,7.7,-10.2,-34.7,-58.0,-64.5,-87.1,91.7,-72.3,2.0,0.0,-479.7,0.5,92.0,95.0,79.0,88.0,61,149.4
74,PG,Consumer Defensive,-38.3,1.4,-1.2,-6.4,-10.4,-17.5,-21.2,-30.3,-39.5,-46.0,-57.4,-75.4,16.2,-39.1,1.8,0.0,-137.3,31.3,69.0,76.0,79.0,76.0,75,150.2
75,SNOW,Technology,-0.4,70.4,-7.1,3.6,-3.2,8.8,27.9,17.2,3.9,-24.5,-24.5,-24.5,20.2,-49.5,2.4,0.0,-17.9,34.6,66.0,50.0,79.0,59.0,88,150.6
76,FSLR,Technology,-92.2,1.5,0.3,5.7,20.0,34.4,15.6,3.1,-9.7,32.5,79.9,108.8,33.3,-94.1,2.2,0.0,-2892.2,-23.1,104.0,105.0,79.0,103.0,53,151.8
77,V,Financial Services,-23.8,0.1,-0.6,-6.8,-9.3,-15.1,-9.0,-8.3,-8.3,-7.6,-12.6,26.4,59.1,-23.9,2.1,0.0,-207.8,42.6,60.0,65.0,79.0,80.0,80,152.8
78,PSA,Real Estate,-45.9,3.0,-1.5,-6.6,-10.0,-16.6,-22.1,-28.2,-41.2,-50.7,-63.4,-97.3,29.6,-48.2,1.5,0.0,-390.4,23.2,72.0,77.0,79.0,85.0,75,154.6
79,DUK,Utilities,-21.7,23.5,-0.2,-2.1,-3.5,-8.6,-6.7,-7.6,-16.2,-25.0,-42.0,-74.2,22.8,-35.4,1.6,0.0,-19.2,47.4,57.0,61.0,79.0,60.0,95,158.4
80,TAN,Unknown,-106.5,3.0,-0.4,1.7,12.8,18.7,10.7,-13.8,-43.6,-69.0,-67.7,-83.0,71.0,-111.9,2.0,0.0,-1651.1,-37.3,109.0,108.0,79.0,99.0,61,159.8
81,HSY,Consumer Defensive,-56.0,4.5,-2.5,1.2,-1.1,-1.4,-3.4,-20.5,-41.1,-45.7,-54.9,-70.5,36.6,-60.4,2.2,0.0,-258.6,13.6,82.0,85.0,79.0,83.0,80,162.4
82,NEM,Basic Materials,-63.6,16.7,3.2,10.0,25.3,37.9,54.1,65.2,50.9,20.3,10.4,5.3,71.4,-90.6,1.7,0.0,-223.3,5.5,88.0,91.0,79.0,81.0,80,164.0
83,KO,Consumer Defensive,-29.9,17.1,-1.9,-7.0,-11.9,-17.6,-15.9,-21.5,-32.4,-36.9,-52.8,-82.6,13.6,-38.9,2.1,0.0,-59.8,39.7,63.0,72.0,79.0,69.0,95,165.4
84,RIVN,Consumer Cyclical,-35.4,45.1,11.6,8.1,8.1,4.7,13.5,-8.2,-33.6,-51.5,-51.5,-51.5,1.3,-65.5,1.6,0.0,-36.4,-6.4,93.0,73.0,79.0,64.0,91,165.6
85,PYPL,Financial Services,-103.4,0.4,0.4,-6.5,-11.7,-14.3,-22.3,-24.0,-40.8,-72.7,-98.6,-112.9,115.8,-104.3,2.3,0.0,-5794.8,-37.0,108.0,106.0,79.0,106.0,65,166.0
86,TDOC,Healthcare,-126.2,4.1,0.6,5.9,1.7,-1.1,-12.9,-43.6,-72.4,-104.5,-136.1,-172.8,181.7,-139.2,2.2,0.0,-2015.6,-54.6,111.0,110.0,79.0,100.0,67,167.0
87,AAVE-USD,Unknown,-50.9,1.8,-0.3,-16.9,-3.1,16.4,23.3,92.2,139.0,990.2,990.2,990.2,414.3,-59.2,1.9,0.0,-1199.0,-11.6,96.0,82.0,79.0,96.0,78,167.8
88,SPG,Real Estate,-61.6,31.7,-1.3,-0.3,3.9,-0.8,-4.8,-2.7,-1.6,1.3,-19.9,-78.3,17.2,-98.1,1.2,0.0,-118.0,7.5,87.0,90.0,79.0,74.0,87,167.8
89,CVX,Energy,-57.8,6.6,-2.8,-3.1,-1.5,-6.6,-7.0,-20.3,-35.4,-27.3,-42.6,-76.5,11.0,-62.7,1.8,0.0,-252.8,11.8,84.0,88.0,79.0,82.0,85,168.0
90,RTX,Industrials,-50.0,17.0,0.0,-0.2,0.4,3.4,11.1,26.6,19.4,27.0,14.2,-11.5,7.6,-61.8,1.6,0.0,-177.4,19.6,76.5,81.0,79.0,78.0,90,168.5
91,EQIX,Real Estate,-47.1,0.8,-1.3,-0.8,-8.4,-15.1,-20.9,-27.8,-34.3,-43.2,-51.3,-54.7,15.2,-47.6,2.0,0.0,-1098.9,22.1,73.0,78.0,79.0,94.0,85,168.6
92,AMT,Real Estate,-47.2,1.4,0.1,-8.9,-16.4,-21.6,-20.8,-28.3,-42.0,-59.5,-79.4,-94.1,41.8,-48.5,1.7,0.0,-1139.3,21.9,74.0,79.0,79.0,95.0,85,169.4
93,SRE,Utilities,-65.1,8.8,5.3,3.6,4.4,3.3,-3.3,-10.0,-22.7,-26.9,-44.7,-73.8,12.3,-72.6,2.1,0.0,-391.3,4.0,90.0,92.0,79.0,86.0,84,170.6
94,NKE,Consumer Cyclical,-81.3,0.4,0.4,-12.8,-8.7,-8.0,-18.2,-39.5,-59.3,-80.0,-99.0,-124.1,37.2,-81.8,2.1,0.0,-2640.9,-14.9,101.0,99.0,79.0,102.0,75,171.6
95,CRM,Technology,-81.9,0.3,-0.6,-5.2,-13.3,-20.0,-26.4,-32.3,-29.3,-39.4,-49.4,-31.8,68.1,-82.4,1.8,0.0,-3469.3,-15.5,102.0,100.5,79.0,105.0,75,173.3
96,MRK,Healthcare,-79.9,0.1,0.1,-10.6,-9.6,-16.9,-27.0,-47.7,-60.9,-61.7,-79.5,-104.4,26.7,-80.0,2.2,0.0,-665.8,-13.5,98.0,98.0,79.0,91.0,85,176.4
97,IRBT,Consumer Cyclical,-120.9,0.6,-2.2,5.6,3.1,8.2,-30.8,-69.2,-97.2,-121.1,-149.5,-195.8,131.4,-122.3,1.7,0.0,-7519.0,-51.3,110.0,109.0,79.0,108.0,74,176.8
98,XOM,Energy,-65.3,17.8,-1.5,-1.3,-3.7,-8.2,-9.9,-21.4,-32.5,-4.3,-16.9,-64.2,13.1,-82.3,1.5,0.0,-123.8,4.3,89.0,93.0,79.0,75.0,95,177.2
99,BA,Industrials,-83.2,2.4,-1.4,-9.8,-7.4,-3.5,7.8,-9.5,-21.5,-33.4,-66.3,-100.8,75.5,-87.1,2.4,0.0,-1393.6,-13.7,100.0,103.0,79.0,98.0,82,177.6
100,PEP,Consumer Defensive,-51.4,1.5,0.0,-7.6,-3.8,-10.4,-17.9,-35.3,-51.2,-58.7,-74.6,-103.0,20.9,-52.5,2.0,0.0,-552.9,18.2,79.0,83.0,79.0,90.0,95,179.2
101,SBUX,Consumer Cyclical,-57.0,6.6,-1.0,-7.3,-13.9,-19.1,-24.7,-32.7,-47.8,-59.5,-75.2,-98.0,49.2,-64.5,2.2,0.0,-465.3,9.4,86.0,87.0,79.0,87.0,95,180.2
102,LMT,Industrials,-60.0,10.6,2.5,5.8,1.5,-3.6,-11.8,-19.8,-32.1,-32.5,-47.7,-64.0,22.6,-69.8,2.4,0.0,-284.6,9.6,85.0,89.0,79.0,84.0,97,181.2
103,SPCE,Industrials,-134.9,0.3,0.3,6.5,3.6,-1.8,-26.2,-71.0,-99.7,-123.9,-152.6,-164.3,346.3,-136.5,2.3,0.0,-8123.9,-77.2,113.0,111.0,79.0,109.0,77,181.2
104,APD,Basic Materials,-82.7,0.0,-2.1,-10.3,-11.0,-16.0,-20.4,-26.6,-39.7,-48.8,-61.2,-74.5,18.6,-82.7,2.0,0.0,-3385.2,-13.6,99.0,102.0,79.0,104.0,85,182.6
105,RXRX,Healthcare,-54.6,11.9,0.7,2.0,-8.1,-16.3,-27.4,-50.0,-67.8,-82.9,-82.9,-82.9,55.2,-69.4,2.4,0.0,-106.1,-27.5,105.0,84.0,79.0,73.0,100,182.8
106,CL,Consumer Defensive,-56.5,5.2,5.2,-6.7,-13.6,-21.0,-24.6,-32.5,-40.4,-48.5,-65.8,-103.6,7.9,-60.0,1.4,0.0,-481.9,13.1,83.0,86.0,79.0,89.0,105,190.2
107,HON,Industrials,-81.9,1.3,1.3,-7.3,-13.5,-16.1,-16.4,-23.7,-34.6,-44.3,-58.4,-76.1,7.3,-83.1,2.2,0.0,-2599.6,-12.4,97.0,100.5,79.0,101.0,95,190.7
108,SDGR,Healthcare,-72.2,3.6,-1.3,-4.9,-11.2,-20.5,-19.3,-40.2,-57.4,-83.0,-93.1,-93.1,30.7,-76.0,1.9,0.0,-1036.1,-34.9,106.0,96.0,79.0,93.0,115,208.4
109,PPG,Basic Materials,-104.9,0.0,0.0,-7.9,-11.3,-15.7,-20.9,-38.8,-53.2,-67.4,-85.3,-122.3,6.3,-104.9,2.1,0.0,-6002.4,-35.8,107.0,107.0,79.0,107.0,115,216.4
110,BMNR,Financial Services,434.9,28.7,-3.0,15.2,111.5,111.5,111.5,111.5,111.5,111.5,111.5,111.5,1636.4,-49.0,1.6,1366.6,,444.4,12.0,12.0,10.0,,80,
111,MSTY,Unknown,0.8,25.2,-3.6,-13.2,-22.2,-31.5,-41.7,-51.8,-51.8,-51.8,-51.8,-51.8,60.9,-19.4,1.7,45.2,,26.4,71.0,46.0,37.0,,105,
112,CRCL,Financial Services,-22.2,2.1,-2.5,-5.9,-12.4,-1.2,-1.2,-1.2,-1.2,-1.2,-1.2,-1.2,1.1,-22.7,3.3,0.0,,-8.8,94.0,63.0,79.0,,80,
113,TEM,Healthcare,18.4,45.3,-11.1,1.8,20.6,28.1,38.9,49.6,49.6,49.6,49.6,49.6,73.8,-27.4,1.6,24.5,,28.1,70.0,38.0,41.0,,70,
