Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,5d,1m,3m,6m,1y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Average_Rank,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Recent_Momentum_Rank,Recent_Weakness_Penalty,Coverage_Penalty,State_Adjustment,Durability_Adjustment,Average_Rank,Average_Rank,Market_Cap,Market_Cap_B,Market_Cap_Rank,Market_Cap_Bucket,Market_Cap_Asset_Type,Market_Cap_Source,Interval_Dice,Alpha_Dice,High_52W,Pct_From_52W_High,At_52W_High
11,VRT,Electrical Equipment & Parts,1306.9,74.3,-9.5,-8.0,-10.9,-4.1,22.3,55.6,260.4,824.0,1150.2,1306.9,1741.3,-60.9,1.3,1018.8,220.03708497923907,1405.6,10.0,10.0,10.0,10.0,12.27,12.27,71.17,71.17,8,44.492190364686905,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,10.0,10.0,10.0,10.0,12.27,12.27,70.0,0.0,0.0,25.0,0.0,71.17,71.17,,,,,,,000111111,---101111,379.93,-23.8,False
12,JBL,Electronic Manufacturing Services,657.7,93.7,-3.0,-0.4,3.5,14.3,31.1,44.5,109.7,220.9,394.9,657.7,653.4,-28.8,1.1,354.2,55.299196198640104,801.4,32.0,32.0,33.0,33.0,0.0,0.0,71.7,71.7,3,1.7641863324202731,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,32.0,32.0,33.0,33.0,0.0,0.0,50.0,0.0,0.0,12.0,0.0,71.7,71.7,,,,,,,011111111,111111111,384.7,-5.8,False
13,WSM,Specialty Retail,342.1,83.6,4.4,5.1,12.2,7.3,7.7,6.5,42.9,87.9,176.6,342.1,417.3,-40.6,1.2,355.8,96.13399755201688,485.8,58.0,58.0,59.0,59.0,4.44,4.44,73.39,73.39,16,-18.061276823410537,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,58.0,58.0,59.0,59.0,4.44,4.44,121.0,0.0,0.0,-6.0,0.0,73.39,73.39,,,,,,,111111111,011111111,222.0,-3.98,False
14,CAT,Construction Machinery,519.2,97.1,-2.8,-0.1,4.5,9.4,25.0,58.4,121.2,192.4,294.3,519.2,533.7,-5.5,1.2,252.1,36.63135975744422,662.9,41.0,41.0,43.0,43.0,4.44,4.44,73.94,73.94,22,-4.101032784274096,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,41.0,41.0,43.0,43.0,4.44,4.44,49.0,0.0,0.0,0.0,0.0,73.94,73.94,,,,,,,011111111,110111111,946.83,-3.39,False
15,AMAT,Semiconductor Equipment & Materials,611.5,100.0,0.0,2.1,19.0,23.4,45.1,95.7,131.8,179.9,302.7,611.5,611.4,-21.2,1.6,222.8,35.3,755.2,35.0,35.0,35.0,35.0,15.89,15.89,74.09,74.09,12,-1.6990455860487401,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,35.0,35.0,35.0,35.0,15.89,15.89,23.0,0.0,0.0,-6.0,0.0,74.09,74.09,,,,,,,111111111,011111011,525.9799,-5.09,False
16,MRVL,Semiconductors,769.4,80.9,-19.1,-13.0,41.9,110.3,152.1,196.6,230.9,270.6,377.9,769.4,862.2,-14.2,2.4,140.5,37.07989494428949,913.0,25.0,25.0,27.0,27.0,15.89,15.89,75.29,75.29,17,12.293209916341802,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,25.0,25.0,27.0,27.0,15.89,15.89,1.0,0.0,0.0,0.0,0.0,75.29,75.29,,,,,,,011111111,011110111,324.15,-17.67,False
17,PWR,Construction & Engineering,988.6,85.1,-3.5,-1.1,-2.8,5.2,22.9,40.5,106.3,214.4,523.3,988.6,1124.7,-22.8,1.1,678.4,138.3194055062205,1132.3,16.0,16.0,16.0,16.0,9.29,9.29,75.54,75.54,7,19.523290611358462,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,16.0,16.0,16.0,16.0,9.29,9.29,65.0,0.0,0.0,25.0,0.0,75.54,75.54,,,,,,,001111111,001111111,788.72,-12.27,False
18,URI,Equipment Rental,361.9,99.7,3.0,3.5,12.8,21.5,25.1,19.9,32.3,77.7,188.8,361.9,362.9,-36.0,1.3,251.1,56.188090657309644,505.6,56.0,56.0,57.0,57.0,8.89,8.89,76.24,76.24,10,-31.110996318558065,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,56.0,56.0,57.0,57.0,8.89,8.89,59.0,0.0,0.0,-6.0,0.0,76.24,76.24,,,,,,,111111111,100111111,1106.8781,-1.15,False
19,FTNT,Cybersecurity Software,500.0,90.6,-9.4,-4.9,27.5,45.1,53.0,44.8,44.9,47.2,137.3,500.0,554.3,-20.2,1.4,335.2,86.31540077389707,643.6,43.0,43.0,45.0,45.0,11.44,11.44,78.69,78.69,13,9.15041947367071,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,43.0,43.0,45.0,45.0,11.44,11.44,24.0,0.0,0.0,12.0,0.0,78.69,78.69,,,,,,,011111111,111111101,150.065,-7.78,False
20,MU,Semiconductors,1992.0,85.7,-5.8,-3.4,31.7,81.2,134.8,355.9,733.5,951.9,1158.3,1992.0,2328.6,-25.2,1.5,499.8,42.978473434232235,2135.7,5.0,5.0,6.0,6.0,27.33,27.33,80.03,80.03,-3,13.709572712929234,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,5.0,5.0,6.0,6.0,27.33,27.33,3.0,0.0,0.0,12.0,0.0,80.03,80.03,,,,,,,011111111,111100011,1089.29,-14.08,False
21,AVGO,Semiconductors,1162.4,79.0,-6.0,-3.7,-10.5,1.7,2.4,9.4,113.3,301.9,566.0,1162.4,1473.1,-16.4,1.2,1188.4,254.14125725503274,1306.0,13.0,13.0,14.0,14.0,0.4,0.4,80.7,80.7,-5,90.59867009708995,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,13.0,13.0,14.0,14.0,0.4,0.4,213.0,0.0,0.0,25.0,0.0,80.7,80.7,,,,,,,001111111,111111111,495.0,-20.78,False
22,PANW,Cybersecurity Software,311.0,81.6,-7.9,-4.1,15.5,37.0,36.0,27.1,24.1,63.2,156.8,311.0,389.3,-34.6,1.2,251.6,77.24191687290534,454.7,61.0,61.0,64.0,64.0,0.0,0.0,81.25,81.25,13,25.16638398671384,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,61.0,61.0,64.0,64.0,0.0,0.0,40.0,0.0,0.0,12.0,0.0,81.25,81.25,,,,,,,011111111,111111111,302.95,-14.01,False
23,STX,Data Storage,1661.0,89.1,-9.1,-6.0,4.4,49.0,100.3,233.8,673.1,840.9,1085.0,1661.0,1867.5,-36.7,1.2,491.7,35.61783236576302,1804.7,8.0,8.0,8.0,8.0,24.78,24.78,81.98,81.98,8,10.117832365763022,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,8.0,8.0,8.0,8.0,24.78,24.78,6.0,0.0,0.0,12.0,0.0,81.98,81.98,,,,,,,011111111,100101011,966.8,-12.49,False
24,APH,Electronic Components,334.2,82.0,8.2,7.6,7.0,5.1,4.1,14.2,91.3,150.0,216.1,334.2,384.6,-16.3,1.2,259.8,44.02393680503962,477.9,59.0,59.0,60.0,60.0,4.44,4.44,84.29,84.29,14,-9.63582514275869,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,59.0,59.0,60.0,60.0,4.44,4.44,124.0,0.0,0.0,-6.0,0.0,84.29,84.29,,,,,,,111111111,11-111111,167.04,-7.76,False
25,ASML,Semi-Conductors,472.8,100.0,0.0,3.8,17.1,16.9,28.4,62.3,79.6,90.7,161.3,472.8,471.4,-5.8,1.7,211.5,36.5,616.5,45.0,45.0,47.0,47.0,22.89,22.89,88.19,88.19,21,-2.6517063293195733,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,45.0,45.0,47.0,47.0,22.89,22.89,39.0,0.0,0.0,-6.0,0.0,88.19,88.19,,,,,,,111111111,111110011,1830.99,-2.91,False
26,GWW,Industrial Distribution,191.1,85.1,7.3,5.8,11.6,9.9,16.1,16.7,7.6,40.3,95.4,191.1,230.8,-40.3,1.2,160.6,52.9554430407699,334.8,86.0,86.0,89.0,89.0,0.0,0.0,88.75,88.75,50,-17.842525538986614,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,86.0,86.0,89.0,89.0,0.0,0.0,83.0,0.0,0.0,-6.0,0.0,88.75,88.75,,,,,,,111111111,111111111,1330.3,-0.04,True
27,HWM,Aerospace & Defense,722.3,92.0,4.4,5.8,4.3,-1.3,7.3,15.2,148.2,311.4,532.6,722.3,755.5,-54.6,1.1,572.1,93.14307666512866,849.3,29.0,29.0,30.0,30.0,5.2,5.2,92.45,92.45,13,5.6463814467605005,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,29.0,29.0,30.0,30.0,5.2,5.2,138.0,0.0,0.0,25.0,0.0,92.45,92.45,,,,,,,110111111,-01111111,280.74,-8.4,False
28,SOXX,Semiconductor,482.6,88.5,-8.3,-4.1,9.8,31.3,48.7,77.7,117.7,160.3,233.9,482.6,544.4,-6.2,1.4,197.9,36.41594529632989,626.2,44.0,44.0,46.0,46.0,11.44,11.44,92.89,92.89,-2,8.729947073392289,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,44.0,44.0,46.0,46.0,11.44,11.44,25.0,0.0,0.0,12.0,0.0,92.89,92.89,,,,,,,011111111,111111011,618.84,-9.16,False
29,RKLB,Aerospace & Defense,1200.6,69.4,-7.8,-7.1,13.1,32.0,51.9,95.7,1041.7,1247.1,,1200.6,1719.1,-77.2,1.3,837.2,116.49579810400007,1263.9,15.0,15.0,11.0,11.0,27.0,27.0,97.25,97.25,8,64.90251151669474,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,15.0,15.0,11.0,11.0,27.0,27.0,20.0,0.0,11.0,25.0,0.0,97.25,97.25,,,,,,,0111111-1,-----0111,150.9999,-28.32,False
30,TSM,Semiconductors,587.8,95.3,-4.3,-1.2,3.2,6.6,17.7,38.7,133.5,195.6,286.6,587.8,616.9,-6.0,1.1,357.6,57.01025421572683,731.4,38.0,38.0,38.0,38.0,11.44,11.44,99.84,99.84,-10,6.91025421572683,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,38.0,38.0,38.0,38.0,11.44,11.44,66.0,0.0,0.0,25.0,0.0,99.84,99.84,,,,,,,011111111,111110111,450.1636,-4.94,False
31,APO,Asset Management,189.3,45.5,4.7,6.0,2.9,8.3,0.2,-7.5,-16.8,10.9,44.8,189.3,428.2,-9.1,1.3,511.6,318.3280222970714,333.0,87.0,87.0,90.0,90.0,15.44,15.44,99.94,99.94,68,-46.84424706070399,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,87.0,87.0,90.0,90.0,15.44,15.44,215.0,0.0,0.0,-6.0,0.0,99.94,99.94,,,,,,,111100111,111111110,153.29,-13.43,False
32,TT,Building Products,240.4,82.1,5.6,4.1,1.8,-0.8,3.4,-1.1,17.6,54.8,102.7,240.4,294.6,-7.0,1.2,272.9,77.45259999175852,384.1,68.0,68.0,70.0,70.0,1.72,1.72,100.47,100.47,63,-18.154047646405843,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL,,,,,68.0,68.0,70.0,70.0,1.72,1.72,223.0,0.0,0.0,0.0,0.0,100.47,100.47,,,,,,,110101111,111111111,503.47,-6.5,False
33,STLD,Steel,416.5,97.7,-2.3,0.1,10.7,22.3,34.1,59.2,73.4,118.9,292.9,416.5,427.5,-47.6,1.4,187.5,34.781511279798764,560.1,52.0,52.0,53.0,53.0,24.78,24.78,100.93,100.93,10,1.9815112797987666,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,52.0,52.0,53.0,53.0,24.78,24.78,37.0,0.0,0.0,0.0,0.0,100.93,100.93,,,,,,,111111111,000111101,280.4899,-3.81,False
34,TRX-USD,Cryptocurrency,772.7,11.8,-0.3,-0.1,-3.4,-2.5,1.3,-4.4,70.0,149.8,453.0,772.7,6637.4,-26.9,1.2,6475.7,1687.6774103235075,882.3,27.0,27.0,26.0,26.0,15.97,15.97,102.17,102.17,-31,284.9450021946766,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,27.0,27.0,26.0,26.0,15.97,15.97,291.0,0.0,0.0,25.0,0.0,102.17,102.17,,,,,,,000101111,--0111111,0.3763,-14.24,False
35,EME,Construction & Engineering,604.9,83.7,-1.5,0.6,-4.1,-1.2,8.4,15.9,92.5,246.8,411.3,604.9,717.4,-42.2,1.2,524.2,110.43495493923322,748.6,37.0,37.0,37.0,37.0,14.11,14.11,106.41,106.41,10,8.811653490861417,STRONG_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,37.0,37.0,37.0,37.0,14.11,14.11,159.0,0.0,0.0,25.0,0.0,106.41,106.41,,,,,,,100111111,000111111,951.95,-13.04,False
36,IONQ,Quantum Computing,362.4,54.6,-10.5,-11.0,2.5,34.2,28.8,19.0,204.0,368.8,,362.4,660.4,-66.8,1.4,485.7,129.3734494691265,423.8,63.0,63.0,56.0,56.0,10.0,10.0,106.6,106.6,-15,47.532466635949035,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,63.0,63.0,56.0,56.0,10.0,10.0,51.0,0.0,11.0,25.0,0.0,106.6,106.6,,,,,,,0111111-1,-----1111,84.64,-33.02,False
37,TRGP,Oil & Gas Midstream,510.8,93.8,-0.4,1.4,3.2,1.6,15.9,31.8,76.7,170.1,457.2,510.8,551.7,-93.5,1.2,368.0,78.22207875247132,654.5,42.0,42.0,44.0,44.0,17.78,17.78,107.28,107.28,5,0.8102705722919836,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,42.0,42.0,44.0,44.0,17.78,17.78,86.0,0.0,0.0,25.0,0.0,107.28,107.28,,,,,,,111111111,000011111,280.0,-5.65,False
38,QBTS,Quantum Computing,784.3,44.2,-8.2,-12.3,-2.0,18.2,8.6,8.7,958.7,859.7,,784.3,1840.5,-110.7,1.5,1534.0,322.79025522714454,846.6,30.0,30.0,25.0,25.0,27.4,27.4,107.4,107.4,-15,119.59025522714455,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,30.0,30.0,25.0,25.0,27.4,27.4,108.0,0.0,11.0,25.0,0.0,107.4,107.4,,,,,,,0011111-1,-----0111,46.75,-49.69,False
39,ANET,Networking Equipment,719.2,80.0,-8.8,-5.7,-11.1,-1.6,1.8,6.3,51.3,165.4,339.0,719.2,904.1,-19.6,1.3,752.4,188.34679636285696,862.9,28.0,28.0,31.0,31.0,10.66,10.66,109.11,109.11,-21,6.330481407250261,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,28.0,28.0,31.0,31.0,10.66,10.66,257.0,0.0,0.0,25.0,0.0,109.11,109.11,,,,,,,000111111,100111111,179.79,-15.37,False
40,MS,Investment Banking & Brokerage,226.3,95.6,-4.4,-1.0,5.4,10.9,11.8,21.6,64.0,77.0,142.3,226.3,237.9,-20.8,1.1,141.4,21.61689743086691,370.0,76.0,76.0,78.0,78.0,8.89,8.89,109.24,109.24,8,2.5168974308669085,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,76.0,76.0,78.0,78.0,8.89,8.89,87.0,0.0,0.0,0.0,0.0,109.24,109.24,,,,,,,011111111,100111111,219.16,-4.07,False
41,CDNS,Electronic Design Automation Software,312.0,85.2,-6.2,-2.4,4.8,14.7,17.0,10.0,0.3,18.9,67.6,312.0,367.1,-3.4,1.2,291.0,84.67204412101692,455.6,60.0,60.0,63.0,63.0,11.44,11.44,110.44,110.44,-2,-21.126812030130253,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,60.0,60.0,63.0,63.0,11.44,11.44,90.0,0.0,0.0,25.0,0.0,110.44,110.44,,,,,,,011111111,111111110,416.69,-6.19,False
42,APP,Software,913.8,59.6,-4.5,-4.2,-0.7,8.2,-2.8,-2.3,447.5,922.4,,913.8,1542.2,-55.4,1.4,1543.4,426.35296012784767,972.6,23.0,23.0,20.0,20.0,19.3,19.3,110.95,110.95,-33,94.47554591891782,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,23.0,23.0,20.0,20.0,19.3,19.3,218.0,0.0,11.0,25.0,0.0,110.95,110.95,,,,,,,0010011-1,------111,738.01,-29.43,False
43,ASTS,Satellite Communications,841.4,64.2,-14.2,-14.7,4.8,1.8,7.8,42.5,854.8,918.7,,841.4,1328.4,-128.2,1.3,892.7,147.61310495591619,921.1,24.0,24.0,23.0,23.0,30.5,30.5,111.75,111.75,-18,92.61310495591619,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,24.0,24.0,23.0,23.0,30.5,30.5,79.0,0.0,11.0,25.0,0.0,111.75,111.75,,,,,,,0111111-1,----00111,133.8599,-33.73,False
44,RGTI,Quantum Computing,743.0,28.7,-7.0,-15.9,-5.1,7.2,-1.9,-0.4,759.5,767.2,,743.0,2754.1,-93.0,1.6,2816.2,917.4952270285945,801.8,31.0,31.0,29.0,29.0,19.3,19.3,112.05,112.05,-36,372.7658938122912,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,31.0,31.0,29.0,29.0,19.3,19.3,228.0,0.0,11.0,25.0,0.0,112.05,112.05,,,,,,,0010011-1,------111,58.15,-66.14,False
45,CIEN,Communications Equipment,882.4,66.6,-17.0,-15.3,-20.1,-7.1,32.7,162.2,488.2,546.9,597.0,882.4,1355.9,-63.2,1.3,506.7,30.848640011467737,1026.1,20.0,20.0,21.0,21.0,27.93,27.93,112.53,112.53,-1,18.125298682830252,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,20.0,20.0,21.0,21.0,27.93,27.93,28.0,4.0,0.0,25.0,0.0,112.53,112.53,,,,,,,000111111,111100011,637.51,-31.09,False
46,IBKR,Capital Markets,343.3,96.9,0.5,1.8,2.6,8.5,14.0,18.9,113.1,200.7,275.3,343.3,313.6,-46.8,1.2,206.2,29.225672533541882,487.0,57.0,57.0,58.0,58.0,13.33,13.33,112.93,112.93,17,-4.641698042486631,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,57.0,57.0,58.0,58.0,13.33,13.33,91.0,0.0,0.0,12.0,0.0,112.93,112.93,,,,,,,111111111,100011111,91.02,-5.15,False
47,PH,Diversified Machinery,209.9,75.0,7.3,6.5,6.9,-4.1,-4.3,2.6,26.0,73.8,129.0,209.9,289.7,-29.7,1.1,248.3,65.9520541530894,353.6,82.0,82.0,84.0,84.0,10.47,10.47,117.67,117.67,73,-15.34347249048723,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,82.0,82.0,84.0,84.0,10.47,10.47,246.0,0.0,0.0,-4.0,0.0,117.67,117.67,,,,,,,110011111,001111111,1034.96,-12.51,False
48,LITE,Communication Equipment,1153.5,75.7,-12.2,-10.4,-11.1,-4.3,50.0,304.5,984.7,957.3,935.5,1153.5,1558.0,-109.6,1.6,461.3,2.313912889467204,1297.1,14.0,14.0,15.0,15.0,27.93,27.93,118.03,118.03,10,4.010398021268681,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,14.0,14.0,15.0,15.0,27.93,27.93,22.0,0.0,0.0,25.0,0.0,118.03,118.03,,,,,,,000111111,111100011,1085.6801,-24.31,False
49,GE,Aerospace & Defense,226.0,87.5,2.9,3.5,8.8,1.8,2.0,3.4,72.4,205.7,295.6,226.0,260.3,-96.0,1.1,201.6,34.53606142435098,369.7,77.0,77.0,79.0,79.0,17.78,17.78,119.18,119.18,12,-5.025496196718912,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,77.0,77.0,79.0,79.0,17.78,17.78,173.0,0.0,0.0,-6.0,0.0,119.18,119.18,,,,,,,111111111,001001111,348.48,-5.18,False
50,ORCL,Software,99.2,33.2,-12.0,-10.3,1.6,16.6,11.2,-5.5,6.8,34.7,65.3,99.2,346.0,-22.8,1.8,360.9,181.48357405892844,242.9,124.0,124.0,128.0,128.0,18.72,18.72,119.77,119.77,5,-45.028633747152156,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,124.0,124.0,128.0,128.0,18.72,18.72,131.0,0.0,0.0,0.0,0.0,119.77,119.77,,,,,,,011101111,000011111,322.54,-36.19,False
