Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,5d,1m,3m,6m,1y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Average_Rank,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Recent_Momentum_Rank,Recent_Weakness_Penalty,Coverage_Penalty,State_Adjustment,Durability_Adjustment,Average_Rank,Average_Rank,Market_Cap,Market_Cap_B,Market_Cap_Rank,Market_Cap_Bucket,Market_Cap_Asset_Type,Market_Cap_Source,Interval_Dice,Alpha_Dice,Grid_Score,Max_Divergence_Score,Y3_Beat_VOO_Score,Y3_Premium_Score,Y3_Premium_Wins,Y3_Premium_Total,Y3_Confidence,Beat_Score
21,TSLA,Automobile Manufacturers,822.0,55.0,6.5,9.7,4.0,2.4,-3.3,-1.3,17.6,4.8,222.0,822.0,1535.1,-50.2,1.2,1405.6,542.9,967.3,22.0,22.0,22.0,22.0,0.0,0.0,21.0,21.0,23,-50.200000000000045,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,22.0,22.0,22.0,22.0,0.0,0.0,,0.0,0.0,0.0,0.0,21.0,21.0,,,,,,,111001111,111110011,173.6,150.0,155.6,111.1,5.0,9.0,1.0,434.7
22,QUBT,Quantum Computing,819.9,10.3,0.2,0.5,-22.2,1.7,-2.5,-28.2,459.7,358.1,257.3,819.9,9187.6,-139.9,1.6,12014.0,7199.2,965.2,23.0,23.0,23.0,23.0,0.0,0.0,22.0,22.0,-2,1134.3000000000002,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,23.0,23.0,23.0,23.0,0.0,0.0,,0.0,0.0,0.0,0.0,22.0,22.0,,,,,,,101001111,111000111,151.4,150.0,133.3,133.3,6.0,9.0,1.0,434.7
23,000660.KS,Memory,3042.3,86.2,-5.0,-6.5,10.0,92.3,144.7,393.6,1126.0,1665.5,1980.9,3042.3,3531.1,-22.7,1.2,842.0,64.1,3187.6,2.0,2.0,2.0,2.0,0.0,0.0,23.0,23.0,-1,21.799999999999997,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,2.0,2.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,23.0,23.0,,,,,,,011111111,101-00111,168.4,218.0,111.1,44.4,2.0,9.0,1.0,430.8
24,MU,Semiconductors,2202.0,83.1,-9.7,-11.1,1.4,85.0,131.6,355.6,806.9,1063.5,1273.6,2202.0,2654.8,-25.2,1.4,641.7,53.2,2347.3,7.0,7.0,7.0,7.0,0.0,0.0,24.0,24.0,-1,20.700000000000003,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,7.0,7.0,7.0,7.0,0.0,0.0,,0.0,0.0,0.0,0.0,24.0,24.0,,,,,,,011111111,111100011,173.60000000000002,190.0,133.3,66.7,3.0,9.0,1.0,430.3
25,SMH,Unknown,640.2,89.7,0.3,-0.8,3.8,22.2,36.6,60.2,127.6,208.1,313.5,640.2,714.6,-5.3,1.2,347.6,62.5,785.6,34.0,34.0,35.0,35.0,0.0,0.0,25.0,25.0,-12,15.0,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,34.0,34.0,35.0,35.0,0.0,0.0,,0.0,0.0,0.0,0.0,25.0,25.0,,,,,,,011111111,111111111,206.9,110.0,200.0,111.1,5.0,9.0,1.0,428.0
26,TSM,Semiconductors,611.8,89.9,-0.7,0.5,3.7,9.4,17.1,38.0,138.3,207.2,293.7,611.8,680.9,-6.0,1.1,400.3,68.7,757.1,36.0,36.0,37.0,37.0,0.0,0.0,26.0,26.0,5,16.5,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,36.0,36.0,37.0,37.0,0.0,0.0,,0.0,0.0,0.0,0.0,26.0,26.0,,,,,,,111111111,111110111,206.9,110.0,177.8,111.1,5.0,9.0,1.0,428.0
27,MPWR,Semiconductors,493.6,71.3,0.1,-0.9,-11.9,-8.7,5.0,22.7,52.1,80.6,170.2,493.6,693.2,-5.3,1.3,484.4,126.5,638.9,48.0,48.0,50.0,50.0,0.0,0.0,27.0,27.0,-8,47.599999999999994,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,48.0,48.0,50.0,50.0,0.0,0.0,,0.0,0.0,0.0,0.0,27.0,27.0,,,,,,,000111111,111111111,184.7,110.0,200.0,133.3,6.0,9.0,1.0,428.0
28,URI,Equipment Rental,365.9,94.9,-3.2,-3.2,13.1,21.8,25.5,19.9,30.3,78.6,186.2,365.9,387.6,-36.0,1.3,271.8,63.5,511.2,61.0,61.0,63.0,63.0,0.0,0.0,28.0,28.0,-4,6.100000000000001,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,61.0,61.0,63.0,63.0,0.0,0.0,,0.0,0.0,0.0,0.0,28.0,28.0,,,,,,,011111111,100111111,184.7,110.0,155.6,133.3,6.0,9.0,1.0,428.0
29,QBTS,Quantum Computing,770.1,43.5,0.7,1.0,-17.7,17.1,8.5,6.6,944.8,870.6,,770.1,1840.5,-110.7,1.5,1623.6,387.5,833.4,31.0,31.0,29.0,29.0,0.0,0.0,29.0,29.0,-3,49.60000000000002,STRONG_DOWN,MID_RANGE,NEUTRAL,S5_TRASH,,,,,31.0,31.0,29.0,29.0,0.0,0.0,,0.0,0.0,0.0,0.0,29.0,29.0,,,,,,,1011111-1,-----0111,174.5,150.0,150.0,100.0,3.0,4.0,0.667,424.5
30,RKLB,Aerospace & Defense,1080.0,62.6,9.7,16.1,-16.5,15.3,22.2,64.9,924.4,1145.1,,1080.0,1719.1,-77.2,1.3,991.7,164.7,1144.2,17.0,17.0,16.0,16.0,0.0,0.0,30.0,30.0,4,11.699999999999989,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL,,,,,17.0,17.0,16.0,16.0,0.0,0.0,,0.0,0.0,0.0,0.0,30.0,30.0,,,,,,,1011111-1,-----0111,174.5,150.0,150.0,100.0,3.0,4.0,0.667,424.5
31,HOOD,Capital Markets,451.7,56.7,5.0,7.8,21.4,35.5,21.6,0.9,311.1,459.3,,451.7,820.7,-60.3,1.4,761.2,204.1,509.5,62.0,62.0,55.0,55.0,0.0,0.0,31.0,31.0,12,-2.200000000000017,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,62.0,62.0,55.0,55.0,0.0,0.0,,0.0,0.0,0.0,0.0,31.0,31.0,,,,,,,1111111-1,------111,211.0,110.0,200.0,100.0,3.0,3.0,0.5,421.0
32,STX,Data Storage,1799.7,81.5,0.6,-0.6,1.0,42.0,96.8,227.6,717.7,921.1,1170.3,1799.7,2215.0,-36.7,1.2,646.0,52.0,1945.0,8.0,8.0,8.0,8.0,0.0,0.0,32.0,32.0,-3,21.9,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,8.0,8.0,8.0,8.0,0.0,0.0,,0.0,0.0,0.0,0.0,32.0,32.0,,,,,,,011111111,100101011,162.5,190.0,111.1,66.7,3.0,9.0,1.0,419.2
33,ASML,Semi-Conductors,492.4,88.9,-2.1,0.4,14.9,20.7,27.6,62.7,86.3,98.1,165.2,492.4,553.1,-5.8,1.6,258.0,48.9,637.7,49.0,49.0,51.0,51.0,0.0,0.0,33.0,33.0,5,12.299999999999997,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,49.0,49.0,51.0,51.0,0.0,0.0,,0.0,0.0,0.0,0.0,33.0,33.0,,,,,,,111111111,111110011,195.8,110.0,155.6,111.1,5.0,9.0,1.0,416.9
34,CAT,Construction Machinery,575.8,89.9,-2.7,-2.9,16.3,15.4,29.7,64.0,136.2,218.9,326.6,575.8,640.0,-5.5,1.2,295.8,46.0,721.1,41.0,41.0,41.0,41.0,0.0,0.0,34.0,34.0,-4,11.0,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,41.0,41.0,41.0,41.0,0.0,0.0,,0.0,0.0,0.0,0.0,34.0,34.0,,,,,,,011111111,110111111,195.8,110.0,177.8,111.1,5.0,9.0,1.0,416.9
35,WSM,Specialty Retail,377.5,91.4,-8.4,-6.9,14.6,17.4,13.8,13.0,48.0,103.1,194.6,377.5,417.3,-40.6,1.2,326.6,77.8,522.8,60.0,60.0,62.0,62.0,0.0,0.0,35.0,35.0,-3,-1.1000000000000085,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,60.0,60.0,62.0,62.0,0.0,0.0,,0.0,0.0,0.0,0.0,35.0,35.0,,,,,,,011111111,011111111,195.8,110.0,177.8,111.1,5.0,9.0,1.0,416.9
36,SNDK,Data Storage Devices,2383.2,81.6,-7.6,-5.1,17.1,88.0,244.3,1477.9,,,,2383.2,2887.5,-4.5,1.5,693.0,46.1,2398.5,6.0,6.0,5.0,5.0,0.0,0.0,36.0,36.0,-8,19.8,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,6.0,6.0,5.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,36.0,36.0,,,,,,,01111---1,--------1,190.3,190.0,200.0,33.3,1.0,1.0,0.167,413.6
37,TT,Building Products,249.8,85.2,-0.2,-0.9,10.5,2.5,4.7,2.0,17.7,58.7,106.9,249.8,294.6,-7.0,1.2,266.3,70.4,395.1,71.0,71.0,75.0,75.0,0.0,0.0,37.0,37.0,0,5.400000000000006,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,71.0,71.0,75.0,75.0,0.0,0.0,,0.0,0.0,0.0,0.0,37.0,37.0,,,,,,,011111111,111111111,206.9,70.0,200.0,133.3,6.0,9.0,1.0,410.2
38,IONQ,Quantum Computing,307.0,46.9,1.3,2.0,-24.1,18.3,17.7,6.1,167.4,317.9,,307.0,660.4,-66.8,1.4,580.1,188.0,369.3,79.0,79.0,66.0,66.0,0.0,0.0,38.0,38.0,-2,54.69999999999999,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,79.0,79.0,66.0,66.0,0.0,0.0,,0.0,0.0,0.0,0.0,38.0,38.0,,,,,,,1011111-1,-----1111,199.5,110.0,200.0,100.0,3.0,4.0,0.667,409.5
39,TPL,Homebuilding,466.2,51.0,2.6,2.6,14.4,-4.1,1.0,9.3,20.7,38.1,135.4,466.2,919.6,-5.5,1.4,892.8,429.3,611.5,52.0,52.0,54.0,54.0,0.0,0.0,39.0,39.0,18,-181.59999999999997,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,52.0,52.0,54.0,54.0,0.0,0.0,,0.0,0.0,0.0,0.0,39.0,39.0,,,,,,,110111111,110111101,184.7,110.0,155.6,111.1,5.0,9.0,1.0,405.8
40,MRVL,Semiconductors,780.0,82.0,0.8,-0.3,25.7,76.1,150.3,190.8,235.5,275.2,379.7,780.0,862.2,-14.2,2.4,172.3,37.4,925.3,25.0,25.0,28.0,28.0,0.0,0.0,40.0,40.0,-1,12.2,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,25.0,25.0,28.0,28.0,0.0,0.0,,0.0,0.0,0.0,0.0,40.0,40.0,,,,,,,011111111,011110111,184.7,150.0,155.6,66.7,3.0,9.0,1.0,401.4
41,^IRX,Government Bonds,2716.2,48.4,0.0,-1.3,3.9,-2.4,-3.6,-12.3,-52.0,1134.7,3978.3,2716.2,5789.1,-166.0,1.2,6383.5,3784.0,2861.5,4.0,4.0,4.0,4.0,0.0,0.0,41.0,41.0,-1,-15.300000000000182,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,4.0,4.0,4.0,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,41.0,41.0,,,,,,,010000111,110011100,118.0,190.0,111.1,88.9,4.0,9.0,1.0,396.9
42,SOXX,Semiconductor,524.1,87.5,0.4,-0.6,6.6,31.7,52.0,82.5,131.5,178.7,253.7,524.1,597.7,-6.2,1.3,223.6,39.0,669.4,44.0,44.0,45.0,45.0,0.0,0.0,42.0,42.0,-1,11.0,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,44.0,44.0,45.0,45.0,0.0,0.0,,0.0,0.0,0.0,0.0,42.0,42.0,,,,,,,011111111,111111011,195.8,110.0,177.8,88.9,4.0,9.0,1.0,394.7
43,TER,Semiconductors,546.2,84.5,-6.2,-4.4,17.4,20.2,44.6,133.1,217.2,219.7,252.1,546.2,640.8,-50.5,2.1,177.4,15.3,691.5,43.0,43.0,44.0,44.0,0.0,0.0,43.0,43.0,-1,5.4,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,43.0,43.0,44.0,44.0,0.0,0.0,,0.0,0.0,0.0,0.0,43.0,43.0,,,,,,,011111111,111100011,173.60000000000002,110.0,133.3,111.1,5.0,9.0,1.0,394.7
44,APH,Electronic Components,397.3,95.8,4.2,2.9,19.5,19.5,16.4,24.8,112.3,182.2,258.6,397.3,390.4,-16.3,1.2,236.0,31.7,542.6,56.0,56.0,58.0,58.0,0.0,0.0,44.0,44.0,4,-2.400000000000002,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,56.0,56.0,58.0,58.0,0.0,0.0,,0.0,0.0,0.0,0.0,44.0,44.0,,,,,,,111111111,11-111111,217.0,110.0,177.8,66.7,3.0,9.0,1.0,393.7
45,446770.KS,Semiconductors,360.5,91.8,0.4,0.7,10.6,38.4,57.9,115.2,282.0,,,360.5,338.6,-13.1,1.5,92.6,7.5,406.6,70.0,70.0,64.0,64.0,0.0,0.0,45.0,45.0,6,1.7000000000000002,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,70.0,70.0,64.0,64.0,0.0,0.0,,0.0,0.0,0.0,0.0,45.0,45.0,,,,,,,111111--1,-------11,209.0,110.0,200.0,66.7,2.0,2.0,0.333,385.7
46,ASTS,Satellite Communications,799.4,61.3,10.6,18.2,-16.8,-3.4,-5.2,19.3,809.5,883.0,,799.4,1328.4,-128.2,1.3,970.8,185.4,880.0,28.0,28.0,26.0,26.0,0.0,0.0,46.0,46.0,32,-59.400000000000006,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,28.0,28.0,26.0,26.0,0.0,0.0,,0.0,0.0,0.0,0.0,46.0,46.0,,,,,,,1000111-1,----00111,135.5,150.0,120.0,100.0,3.0,5.0,0.833,385.5
