Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,5d,1m,3m,6m,1y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Average_Rank,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Recent_Momentum_Rank,Recent_Weakness_Penalty,Coverage_Penalty,State_Adjustment,Durability_Adjustment,Average_Rank,Average_Rank,Market_Cap,Market_Cap_B,Market_Cap_Rank,Market_Cap_Bucket,Market_Cap_Asset_Type,Market_Cap_Source,Interval_Dice,Alpha_Dice,High_52W,Pct_From_52W_High,At_52W_High
11,SMH,Unknown,645.9,96.8,10.5,8.2,11.4,28.1,41.3,66.2,131.2,210.4,322.3,645.9,667.5,-5.3,1.2,301.9,52.270322039594035,791.1,32.0,32.0,33.0,33.0,0.0,0.0,70.75,70.75,-1,5.6703220395940335,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,32.0,32.0,33.0,33.0,0.0,0.0,33.0,0.0,0.0,12.0,0.0,70.75,70.75,67822489600.0,67.822,,etf,etf,data_raw,111111111,111111111,642.77,-3.55,False
12,TRGP,Oil & Gas Midstream,525.5,96.1,2.3,2.0,5.1,3.6,18.3,34.5,80.8,176.4,469.7,525.5,551.7,-93.5,1.2,359.7,75.65029546328655,669.4,43.0,43.0,43.0,43.0,17.78,17.78,75.38,75.38,48,-5.9743993968303215,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,43.0,43.0,43.0,43.0,17.78,17.78,73.0,0.0,0.0,-6.0,0.0,75.38,75.38,58511929267.88,58.512,214.0,large,equity,data_raw,111111111,000011111,280.0,-2.64,False
13,PWR,Construction & Engineering,973.0,83.8,-1.8,-1.7,-4.1,3.8,21.2,38.5,103.2,209.6,514.3,973.0,1124.7,-22.8,1.1,691.8,140.29339352302313,1116.9,17.0,17.0,18.0,18.0,9.29,9.29,78.44,78.44,17,12.193393523023133,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,17.0,17.0,18.0,18.0,9.29,9.29,74.0,0.0,0.0,25.0,0.0,78.44,78.44,106203568387.83,106.204,112.0,large,equity,data_raw,001111111,001111111,788.72,-10.27,False
14,FTNT,Cybersecurity Software,535.6,96.8,0.3,0.2,33.5,52.3,60.6,52.2,53.5,57.0,152.8,535.6,554.3,-20.2,1.4,314.0,75.30163624067093,679.5,40.0,40.0,41.0,41.0,11.44,11.44,79.64,79.64,18,2.8882772942291126,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,40.0,40.0,41.0,41.0,11.44,11.44,24.0,0.0,0.0,12.0,0.0,79.64,79.64,107186461839.17,107.186,110.0,large,equity,data_raw,111111111,111111101,150.065,-2.51,False
15,MU,Semiconductors,2135.1,91.7,13.3,15.2,40.1,93.0,150.2,385.7,789.1,1022.8,1244.3,2135.1,2328.6,-25.2,1.5,476.0,42.0311594457356,2279.0,5.0,5.0,5.0,5.0,27.33,27.33,79.98,79.98,6,12.631159445735598,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,5.0,5.0,5.0,5.0,27.33,27.33,2.0,0.0,0.0,12.0,0.0,79.98,79.98,1106995005282.57,1106.995,11.0,cap100,equity,data_raw,111111111,111100011,1089.29,-9.89,False
16,MPWR,Semiconductors,644.1,92.8,8.7,7.3,1.9,16.2,32.8,54.8,91.4,131.3,251.9,644.1,693.2,-5.3,1.4,354.6,75.75274816580531,788.0,33.0,33.0,34.0,34.0,0.0,0.0,80.3,80.3,-9,17.952748165805318,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,33.0,33.0,34.0,34.0,0.0,0.0,47.0,0.0,0.0,25.0,0.0,80.3,80.3,77493728961.18,77.494,161.0,large,equity,data_raw,111111111,111111111,1714.0898,-7.98,False
17,URI,Equipment Rental,349.3,96.6,0.6,0.0,10.2,18.6,22.0,16.8,28.4,72.5,180.8,349.3,362.9,-36.0,1.3,259.8,60.834133076204004,494.5,57.0,57.0,60.0,60.0,8.89,8.89,83.59,83.59,11,-6.526955560411615,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,57.0,57.0,60.0,60.0,8.89,8.89,69.0,0.0,0.0,0.0,0.0,83.59,83.59,67297436779.9,67.297,191.0,large,equity,data_raw,011111111,100111111,1106.8781,-2.95,False
18,JBL,Electronic Manufacturing Services,693.6,98.7,8.1,6.7,7.6,18.9,36.5,50.6,119.4,235.9,418.0,693.6,653.4,-28.8,1.1,337.9,50.94481979517909,837.5,31.0,31.0,32.0,32.0,0.0,0.0,84.5,84.5,-9,2.122939082812394,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,31.0,31.0,32.0,32.0,0.0,0.0,43.0,0.0,0.0,25.0,0.0,84.5,84.5,40599519770.76,40.6,267.0,large,equity,data_raw,111111111,111111111,386.64,-0.47,True
19,APH,Electronic Components,328.0,80.5,12.2,9.8,5.8,3.8,2.9,12.8,88.8,146.6,211.7,328.0,384.6,-16.3,1.2,265.9,52.70954200457925,471.8,59.0,59.0,61.0,61.0,4.44,4.44,85.04,85.04,26,1.4685267507390876,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,59.0,59.0,61.0,61.0,4.44,4.44,135.0,0.0,0.0,-6.0,0.0,85.04,85.04,189210061395.38,189.21,65.0,cap100,equity,data_raw,111111111,11-111111,167.04,-7.93,False
20,ASML,Semi-Conductors,521.7,100.0,8.6,15.7,25.0,25.1,37.5,74.1,94.3,107.6,185.0,521.7,520.1,-5.8,1.7,213.0,36.5,665.6,44.0,44.0,45.0,45.0,22.89,22.89,85.19,85.19,21,0.0,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,44.0,44.0,45.0,45.0,22.89,22.89,30.0,0.0,0.0,-6.0,0.0,85.19,85.19,718245108429.97,718.245,16.0,cap100,equity,data_raw,111111111,111110011,1903.5,-2.1,False
21,MRVL,Semiconductors,821.7,86.4,6.9,6.5,49.2,121.3,165.4,212.5,249.8,292.6,407.0,821.7,862.2,-14.2,2.4,133.9,36.64897095144155,965.5,22.0,22.0,23.0,23.0,15.89,15.89,85.34,85.34,2,13.24897095144155,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,22.0,22.0,23.0,23.0,15.89,15.89,1.0,0.0,0.0,12.0,0.0,85.34,85.34,244681570678.71,244.682,50.0,cap100,equity,data_raw,111111111,011110111,324.15,-13.71,False
22,AVGO,Semiconductors,1138.6,77.4,-0.1,-0.1,-12.1,-0.2,0.5,7.3,109.0,294.1,553.2,1138.6,1473.1,-16.4,1.2,1215.1,272.25197428496165,1282.4,14.0,14.0,14.0,14.0,0.6,0.6,87.05,87.05,-21,122.18991530285837,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,14.0,14.0,14.0,14.0,0.6,0.6,251.0,0.0,0.0,25.0,0.0,87.05,87.05,1817728701095.42,1817.729,8.0,cap10,equity,data_raw,000111111,111111111,495.0,-22.81,False
23,CAT,Construction Machinery,504.8,94.5,-1.0,-0.8,2.5,7.2,22.4,55.2,116.3,185.7,285.2,504.8,533.7,-5.5,1.2,260.7,39.04136390749528,648.6,45.0,45.0,46.0,46.0,4.44,4.44,87.09,87.09,-4,2.94407663203625,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,45.0,45.0,46.0,46.0,4.44,4.44,56.0,0.0,0.0,12.0,0.0,87.09,87.09,419401245333.79,419.401,28.0,cap100,equity,data_raw,011111111,110111111,946.83,-3.83,False
24,IBKR,Capital Markets,360.1,100.0,6.5,5.2,5.5,11.7,17.4,22.6,120.2,210.9,288.5,360.1,318.1,-46.8,1.2,200.3,27.1,504.0,55.0,55.0,58.0,58.0,13.33,13.33,92.43,92.43,23,-1.694848367691229,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,55.0,55.0,58.0,58.0,13.33,13.33,79.0,0.0,0.0,-6.0,0.0,92.43,92.43,40454434007.23,40.454,268.0,large,equity,data_raw,111111111,100011111,93.1,-2.46,False
25,RGTI,Quantum Computing,785.9,30.2,-0.1,-0.3,-0.6,12.5,3.0,4.8,802.1,811.3,,785.9,2754.1,-93.0,1.6,2679.0,898.0393779248903,844.8,30.0,30.0,25.0,25.0,12.9,12.9,92.95,92.95,-14,229.00192529511992,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,30.0,30.0,25.0,25.0,12.9,12.9,145.0,0.0,11.0,25.0,0.0,92.95,92.95,6973726818.7,6.974,526.0,other,equity,data_raw,0011111-1,------111,58.15,-63.92,False
26,PANW,Cybersecurity Software,351.3,91.1,3.7,2.7,23.9,47.3,46.3,37.0,35.7,79.2,181.7,351.3,389.3,-34.6,1.2,225.7,64.84262958609419,495.1,56.0,56.0,59.0,59.0,0.0,0.0,93.25,93.25,-8,3.1571392968541616,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,56.0,56.0,59.0,59.0,0.0,0.0,31.0,0.0,0.0,25.0,0.0,93.25,93.25,227890296020.51,227.89,53.0,cap100,equity,data_raw,111111111,111111111,302.95,-7.7,False
27,SOXX,Semiconductor,525.1,96.2,12.9,9.9,15.8,38.9,57.4,88.4,132.3,178.6,258.3,525.1,544.4,-6.2,1.4,184.7,31.384867394145097,670.3,42.0,42.0,44.0,44.0,11.44,11.44,94.04,94.04,-1,3.7848673941450954,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,42.0,42.0,44.0,44.0,11.44,11.44,22.0,0.0,0.0,12.0,0.0,94.04,94.04,38373490688.0,38.373,,etf,etf,data_raw,111111111,111111011,618.84,-3.65,False
28,STX,Data Storage,1710.5,91.7,2.4,2.4,7.0,52.9,105.6,242.7,694.1,866.9,1118.1,1710.5,1867.5,-36.7,1.2,485.1,35.67384073633273,1854.4,8.0,8.0,8.0,8.0,24.78,24.78,94.33,94.33,-11,9.173840736332728,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,8.0,8.0,8.0,8.0,24.78,24.78,9.0,0.0,0.0,25.0,0.0,94.33,94.33,210649765109.28,210.65,56.0,cap100,equity,data_raw,111111111,100101011,966.8,-3.7,False
29,CASY,Retail Specialty Group,313.6,99.0,22.1,20.2,16.4,17.7,32.3,48.1,108.4,172.7,217.8,313.6,316.8,-38.6,1.1,141.8,19.766028554462416,457.4,60.0,60.0,63.0,63.0,8.89,8.89,96.19,96.19,43,-13.289222091987178,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL,,,,,60.0,60.0,63.0,63.0,8.89,8.89,44.0,0.0,0.0,0.0,0.0,96.19,96.19,33083506655.59,33.084,306.0,other,equity,data_raw,111111111,011011111,927.85,-3.53,False
30,RKLB,Aerospace & Defense,1283.0,74.0,3.3,4.2,19.9,40.2,61.3,108.1,1112.9,1332.0,,1283.0,1719.1,-77.2,1.3,790.3,115.36733246885724,1346.4,13.0,13.0,12.0,12.0,27.0,27.0,97.0,97.0,16,16.08245211480373,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,13.0,13.0,12.0,12.0,27.0,27.0,17.0,0.0,11.0,25.0,0.0,97.0,97.0,59270240411.94,59.27,213.0,large,equity,data_raw,1111111-1,-----0111,150.9999,-32.19,False
31,GWW,Industrial Distribution,185.7,83.1,1.6,1.0,10.2,8.4,14.6,15.1,5.8,37.8,91.9,185.7,230.8,-40.3,1.2,164.6,56.498546531996,329.6,91.0,91.0,93.0,93.0,0.0,0.0,97.25,97.25,17,-8.817595860642342,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,91.0,91.0,93.0,93.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,97.25,97.25,62126326668.0,62.126,204.0,large,equity,data_raw,111111111,111111111,1349.74,-2.51,False
32,APO,Asset Management,193.1,46.3,4.4,4.6,3.7,9.2,1.0,-6.6,-15.8,12.4,46.8,193.1,428.2,-9.1,1.3,501.2,346.21155988167976,336.9,86.0,86.0,88.0,88.0,15.44,15.44,97.54,97.54,78,-59.073421287149415,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,86.0,86.0,88.0,88.0,15.44,15.44,204.0,0.0,0.0,-6.0,0.0,97.54,97.54,77184167455.47,77.184,162.0,large,equity,data_raw,111100111,111111110,153.29,-12.66,False
33,ANET,Networking Equipment,745.8,82.9,1.4,1.3,-8.7,1.2,4.7,9.5,56.5,174.3,353.5,745.8,904.1,-19.6,1.3,727.0,184.5998917770928,889.7,24.0,24.0,28.0,28.0,9.98,9.98,99.28,99.28,-19,51.36656651443937,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,24.0,24.0,28.0,28.0,9.98,9.98,200.0,0.0,0.0,25.0,0.0,99.28,99.28,205546825975.94,205.547,57.0,cap100,equity,data_raw,101111111,100111111,179.79,-9.21,False
34,TSM,Semiconductors,574.3,93.2,1.9,1.4,1.5,4.7,15.6,36.2,129.1,189.8,278.9,574.3,616.9,-6.0,1.1,367.2,62.39540858098588,718.1,39.0,39.0,40.0,40.0,11.44,11.44,101.14,101.14,-7,8.149823358846263,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,39.0,39.0,40.0,40.0,11.44,11.44,77.0,0.0,0.0,25.0,0.0,101.14,101.14,2198701890344.22,2198.702,5.0,cap10,equity,data_raw,111111111,111110111,450.1636,-5.83,False
35,CDNS,Electronic Design Automation Software,301.6,82.4,2.9,2.0,2.8,12.4,14.6,7.7,-2.3,15.5,62.8,301.6,367.1,-3.4,1.2,301.2,98.65572807521431,445.5,61.0,61.0,64.0,64.0,14.44,14.44,101.94,101.94,-13,21.022736581228372,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,61.0,61.0,64.0,64.0,14.44,14.44,109.0,0.0,0.0,12.0,0.0,101.94,101.94,106178125003.17,106.178,113.0,large,equity,data_raw,111110111,111111110,416.69,-7.61,False
36,TKO,Entertainment,257.0,85.4,7.0,5.0,8.9,-0.1,-0.8,1.5,37.7,89.9,121.4,257.0,307.5,-34.9,1.2,268.5,61.3998029571594,400.8,67.0,67.0,68.0,68.0,10.29,10.29,103.19,103.19,48,-12.790680297783375,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,67.0,67.0,68.0,68.0,10.29,10.29,207.0,0.0,0.0,-6.0,0.0,103.19,103.19,15245426027.04,15.245,451.0,other,equity,data_raw,110011111,110011111,226.83,-10.35,False
37,QBTS,Quantum Computing,796.2,44.8,-0.1,-0.2,-0.9,19.7,10.0,10.1,972.6,872.5,,796.2,1840.5,-110.7,1.5,1519.0,333.0600390681284,858.7,27.0,27.0,24.0,24.0,27.4,27.4,105.8,105.8,-13,95.61254872387599,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,27.0,27.0,24.0,24.0,27.4,27.4,101.0,0.0,11.0,25.0,0.0,105.8,105.8,8583078567.6,8.583,516.0,other,equity,data_raw,0011111-1,-----0111,46.75,-50.01,False
38,IONQ,Quantum Computing,374.2,56.2,1.5,2.1,4.8,37.3,31.9,21.9,211.7,380.8,,374.2,660.4,-66.8,1.4,472.5,135.8745181411001,435.8,62.0,62.0,55.0,55.0,10.0,10.0,106.8,106.8,-7,51.97691944655942,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,62.0,62.0,55.0,55.0,10.0,10.0,50.0,0.0,11.0,25.0,0.0,106.8,106.8,21593665922.24,21.594,398.0,other,equity,data_raw,1111111-1,-----1111,84.64,-31.65,False
39,ASTS,Satellite Communications,943.2,71.2,3.2,4.2,15.2,12.4,19.1,57.7,953.5,1025.9,,943.2,1328.4,-128.2,1.3,808.4,137.268003369705,1022.9,21.0,21.0,19.0,19.0,30.5,30.5,107.6,107.6,-2,40.8045068373077,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,21.0,21.0,19.0,19.0,30.5,30.5,49.0,0.0,11.0,25.0,0.0,107.6,107.6,24619690517.07,24.62,369.0,other,equity,data_raw,1111111-1,----00111,133.8599,-38.44,False
40,EME,Construction & Engineering,588.1,81.5,-0.8,-0.8,-6.1,-3.3,6.0,13.3,87.9,238.8,399.4,588.1,717.4,-42.2,1.2,539.8,116.28531341328062,731.9,37.0,37.0,38.0,38.0,14.22,14.22,111.42,111.42,10,7.879339269556141,STRONG_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,37.0,37.0,38.0,38.0,14.22,14.22,193.0,0.0,0.0,25.0,0.0,111.42,111.42,36576570265.42,36.577,290.0,large,equity,data_raw,000111111,000111111,951.95,-13.54,False
41,STLD,Steel,440.1,100.0,2.9,4.1,14.6,26.8,39.0,65.3,80.8,128.7,310.1,440.1,440.5,-47.6,1.4,184.4,33.0,584.0,51.0,51.0,51.0,51.0,24.78,24.78,112.48,112.48,2,0.10000000000000142,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,51.0,51.0,51.0,51.0,24.78,24.78,35.0,0.0,0.0,12.0,0.0,112.48,112.48,40777607363.89,40.778,266.0,large,equity,data_raw,111111111,000111101,285.845,-1.08,False
42,CIEN,Communications Equipment,897.3,67.7,-7.8,-8.8,-19.1,-5.9,34.5,165.8,496.4,556.2,607.3,897.3,1355.9,-63.2,1.3,503.7,26.98204633521039,1041.2,19.0,19.0,20.0,20.0,27.93,27.93,112.73,112.73,-13,14.54251574693053,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,19.0,19.0,20.0,20.0,27.93,27.93,29.0,4.0,0.0,25.0,0.0,112.73,112.73,63129773708.71,63.13,198.0,large,equity,data_raw,000111111,111100011,637.51,-30.04,False
43,HOOD,Capital Markets,367.5,47.2,6.3,11.8,13.6,15.1,-2.0,-12.6,260.9,,,367.5,820.7,-60.3,1.4,899.5,322.1522008976944,424.6,63.0,63.0,57.0,57.0,12.9,12.9,113.6,113.6,45,3.168942922439328,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,63.0,63.0,57.0,57.0,12.9,12.9,173.0,10.0,26.0,-6.0,0.0,113.6,113.6,73730503938.22,73.731,174.0,large,equity,data_raw,111001--1,------111,153.86,-39.43,False
44,ARES,Asset Management,274.5,43.8,4.4,5.7,7.6,9.8,-4.2,-18.8,-33.4,-15.2,42.7,274.5,631.0,-8.6,1.3,901.2,637.8879048007722,418.3,65.0,65.0,67.0,67.0,27.44,27.44,114.99,114.99,47,-65.63297425846224,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,65.0,65.0,67.0,67.0,27.44,27.44,270.0,10.0,0.0,-6.0,0.0,114.99,114.99,29951632637.75,29.952,321.0,other,equity,data_raw,111000011,111111110,181.19,-25.55,False
45,QUBT,Quantum Computing,883.7,11.0,0.0,-0.5,-6.0,8.7,0.8,-24.0,493.8,379.5,277.3,883.7,9187.6,-139.9,1.6,11147.0,5000.0,1027.5,20.0,20.0,21.0,21.0,20.93,20.93,115.53,115.53,-33,46.52863276462085,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,20.0,20.0,21.0,21.0,20.93,20.93,332.0,10.0,0.0,25.0,0.0,115.53,115.53,2239562489.74,2.24,538.0,other,equity,data_raw,001101111,111000111,25.84,-61.57,False
46,LITE,Communication Equipment,1268.6,82.6,2.6,3.0,-3.8,3.9,62.8,338.7,1077.1,1049.3,1027.9,1268.6,1558.0,-109.6,1.5,429.4,2.7391132193338397,1412.5,12.0,12.0,13.0,13.0,27.73,27.73,116.38,116.38,-7,2.636948578742027,STRONG_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,12.0,12.0,13.0,13.0,27.73,27.73,19.0,0.0,0.0,25.0,0.0,116.38,116.38,71697367810.06,71.697,178.0,large,equity,data_raw,101111111,111100011,1085.6801,-15.12,False
