Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,5d,1m,3m,6m,1y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Average_Rank,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Recent_Momentum_Rank,Recent_Weakness_Penalty,Coverage_Penalty,State_Adjustment,Durability_Adjustment,Average_Rank,Average_Rank,Market_Cap,Market_Cap_B,Market_Cap_Rank,Market_Cap_Bucket,Market_Cap_Asset_Type,Market_Cap_Source,Interval_Dice,Alpha_Dice,Grid_Score,Max_Divergence_Score,Y3_Beat_VOO_Score,Y3_Premium_Score,Y3_Premium_Wins,Y3_Premium_Total,Y3_Confidence,Beat_Score,High_52W,Pct_From_52W_High,At_52W_High
30,CAT,Construction Machinery,605.9,100.0,0.0,6.3,15.5,21.5,39.0,77.0,149.7,231.6,348.5,605.9,604.8,-5.5,1.2,256.6,35.0,752.6,39.0,39.0,40.0,40.0,0.0,0.0,30.0,30.0,-7,-4.041363907495281,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,39.0,39.0,40.0,40.0,0.0,0.0,,0.0,0.0,0.0,0.0,30.0,30.0,,,,,,,111111111,110111111,206.9,110.0,177.8,111.1,5,9,1.0,428.0,1023.25,-0.09,True
31,TSM,Semiconductors,662.0,100.0,3.6,7.5,11.5,15.6,27.8,51.2,156.8,226.5,328.2,662.0,662.0,-6.0,1.1,351.6,52.2,808.7,36.0,36.0,36.0,36.0,0.0,0.0,31.0,31.0,3,-10.195408580985877,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,36.0,36.0,36.0,36.0,0.0,0.0,,0.0,0.0,0.0,0.0,31.0,31.0,,,,,,,111111111,111110111,206.9,110.0,177.8,111.1,5,9,1.0,428.0,476.31,-1.81,False
32,WSM,Specialty Retail,374.5,90.7,2.6,1.5,17.7,12.8,13.2,12.2,52.0,100.8,196.3,374.5,417.3,-40.6,1.2,327.7,78.9,521.2,60.0,60.0,63.0,63.0,0.0,0.0,32.0,32.0,-24,-5.8121886083425665,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,60.0,60.0,63.0,63.0,0.0,0.0,,0.0,0.0,0.0,0.0,32.0,32.0,,,,,,,111111111,011111111,206.9,110.0,177.8,111.1,5,9,1.0,428.0,234.415,-3.56,False
33,CDNS,Electronic Design Automation Software,306.3,83.6,-0.7,-0.8,3.0,12.8,15.1,8.0,-2.0,16.1,64.1,306.3,367.1,-3.4,1.2,299.5,89.9,453.0,66.0,66.0,68.0,68.0,0.0,0.0,33.0,33.0,2,-8.755728075214321,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,66.0,66.0,68.0,68.0,0.0,0.0,,0.0,0.0,0.0,0.0,33.0,33.0,,,,,,,011110111,111111110,184.7,110.0,177.8,133.3,6,9,1.0,428.0,416.69,-6.64,False
34,RKLB,Aerospace & Defense,1098.5,63.6,-5.5,-7.8,3.6,20.7,39.0,79.2,953.6,1142.1,,1098.5,1719.1,-77.2,1.3,952.6,153.0,1163.8,18.0,18.0,16.0,16.0,0.0,0.0,34.0,34.0,-4,37.63266753114276,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,18.0,18.0,16.0,16.0,0.0,0.0,,0.0,0.0,0.0,0.0,34.0,34.0,,,,,,,0111111-1,-----0111,174.5,150.0,150.0,100.0,3,4,0.667,424.5,150.9999,-33.58,False
35,SMCI,Computer Hardware,714.5,20.2,5.3,27.0,2.3,12.2,10.1,-14.6,-40.5,180.7,462.2,714.5,3831.2,-73.1,1.4,4320.8,4493.1,861.1,33.0,33.0,34.0,34.0,0.0,0.0,35.0,35.0,47,1034.4938313395264,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,33.0,33.0,34.0,34.0,0.0,0.0,,0.0,0.0,0.0,0.0,35.0,35.0,,,,,,,111100111,001111110,162.5,150.0,133.3,111.1,5,9,1.0,423.6,56.6,-37.35,False
36,IONQ,Quantum Computing,375.4,56.2,4.3,5.9,4.2,36.9,31.4,21.3,212.1,382.0,,375.4,660.4,-66.8,1.4,477.8,133.3,438.9,67.0,67.0,62.0,62.0,0.0,0.0,36.0,36.0,2,-2.5745181411001,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,67.0,67.0,62.0,62.0,0.0,0.0,,0.0,0.0,0.0,0.0,36.0,36.0,,,,,,,1111111-1,-----1111,212.0,110.0,200.0,100.0,3,4,0.667,422.0,81.08,-28.07,False
37,TT,Building Products,258.7,88.1,5.9,3.3,5.0,2.5,6.9,2.4,22.7,62.2,113.1,258.7,294.6,-7.0,1.2,256.0,65.0,405.4,73.0,73.0,75.0,75.0,0.0,0.0,37.0,37.0,20,-21.582258524850445,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL,,,,,73.0,73.0,75.0,75.0,0.0,0.0,,0.0,0.0,0.0,0.0,37.0,37.0,,,,,,,111111111,111111111,218.0,70.0,200.0,133.3,6,9,1.0,421.3,503.47,-2.36,False
38,ASML,Semi-Conductors,530.9,100.0,2.6,2.6,25.8,26.0,38.5,75.7,96.3,109.9,188.6,530.9,529.2,-5.8,1.6,222.2,36.6,677.6,47.0,47.0,47.0,47.0,0.0,0.0,38.0,38.0,-18,0.10000000000000142,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,47.0,47.0,47.0,47.0,0.0,0.0,,0.0,0.0,0.0,0.0,38.0,38.0,,,,,,,111111111,111110011,195.8,110.0,155.6,111.1,5,9,1.0,416.9,1958.0,-1.47,False
39,MRVL,Semiconductors,921.9,97.0,7.2,5.6,62.4,142.0,190.4,242.5,285.5,334.4,462.2,921.9,862.2,-14.2,2.4,133.9,25.2,1068.6,21.0,21.0,22.0,22.0,0.0,0.0,39.0,39.0,-18,-11.448970951441549,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,21.0,21.0,22.0,22.0,0.0,0.0,,0.0,0.0,0.0,0.0,39.0,39.0,,,,,,,111111111,011110111,195.8,150.0,155.6,66.7,3,9,1.0,412.5,329.88,-6.68,False
40,^IRX,Government Bonds,2721.4,48.5,0.4,0.2,1.3,-3.8,-5.1,-15.1,-54.4,1708.6,3907.3,2721.4,5789.1,-166.0,1.2,6405.2,3799.3,2868.1,4.0,4.0,5.0,5.0,0.0,0.0,40.0,40.0,30,-137.99930323800982,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,4.0,4.0,5.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,40.0,40.0,,,,,,,110000111,110011100,129.2,190.0,111.1,88.9,4,9,1.0,408.1,3.863,-4.74,False
41,SOXX,Semiconductor,599.5,100.0,5.7,8.5,26.6,52.5,72.9,107.4,158.0,210.8,301.0,599.5,597.7,-6.2,1.3,187.1,28.0,746.2,41.0,41.0,42.0,42.0,0.0,0.0,41.0,41.0,-14,-3.384867394145097,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,41.0,41.0,42.0,42.0,0.0,0.0,,0.0,0.0,0.0,0.0,41.0,41.0,,,,,,,111111111,111111011,206.9,110.0,177.8,88.9,4,9,1.0,405.8,655.94,-0.14,True
42,TER,Semiconductors,605.7,100.0,6.6,11.2,27.0,30.2,67.8,173.5,242.2,244.5,288.6,605.7,591.8,-50.5,2.1,139.3,9.9,752.3,40.0,40.0,41.0,41.0,0.0,0.0,42.0,42.0,19,-5.240955057078153,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,40.0,40.0,41.0,41.0,0.0,0.0,,0.0,0.0,0.0,0.0,42.0,42.0,,,,,,,111111111,111100011,184.7,110.0,133.3,111.1,5,9,1.0,405.8,459.187,-0.48,True
43,HOOD,Capital Markets,442.4,55.6,0.1,-0.2,29.0,31.4,12.0,0.4,317.4,,,442.4,820.7,-60.3,1.4,769.8,206.3,501.2,64.0,64.0,54.0,54.0,0.0,0.0,43.0,43.0,0,-115.85220089769439,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,64.0,64.0,54.0,54.0,0.0,0.0,,0.0,0.0,0.0,0.0,43.0,43.0,,,,,,,011111--1,------111,195.7,110.0,200.0,100.0,3,3,0.5,405.7,150.47,-29.75,False
44,TSLA,Automobile Manufacturers,777.1,52.2,1.3,1.5,-0.4,-4.2,-9.4,-6.9,10.1,-3.1,234.9,777.1,1535.1,-50.2,1.2,1475.1,593.1,923.8,26.0,26.0,30.0,30.0,0.0,0.0,44.0,44.0,20,-37.657598818183374,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL,,,,,26.0,26.0,30.0,30.0,0.0,0.0,,0.0,0.0,0.0,0.0,44.0,44.0,,,,,,,100001011,111110011,140.2,150.0,155.6,111.1,5,9,1.0,401.3,498.83,-18.8,False
45,APP,Software,805.9,52.8,-1.4,-2.8,-11.7,-4.3,-14.3,-14.4,388.2,813.8,,805.9,1542.2,-55.4,1.4,1732.0,562.1,866.6,31.0,31.0,27.0,27.0,0.0,0.0,45.0,45.0,51,147.28800857924654,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,31.0,31.0,27.0,27.0,0.0,0.0,,0.0,0.0,0.0,0.0,45.0,45.0,,,,,,,0000011-1,------111,148.5,150.0,200.0,100.0,3,3,0.5,398.5,738.01,-36.4,False
