Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,5d,1m,3m,6m,1y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Average_Rank,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Recent_Momentum_Rank,Recent_Weakness_Penalty,Coverage_Penalty,State_Adjustment,Durability_Adjustment,Average_Rank,Average_Rank,Market_Cap,Market_Cap_B,Market_Cap_Rank,Market_Cap_Bucket,Market_Cap_Asset_Type,Market_Cap_Source,Interval_Dice,Alpha_Dice,Grid_Score,Max_Divergence_Score,Y3_Beat_VOO_Score,Y3_Premium_Score,Y3_Premium_50p_Score,Y3_Premium_100p_Score,Y3_Premium_Wins,Y3_Premium_Total,Y3_Confidence,Beat_Score,Beat_Score_50p,Beat_Score_100p
11,LLY,Pharmaceuticals,605.4,94.1,-3.2,-3.4,4.4,9.2,6.7,17.3,22.3,105.9,267.3,605.4,643.8,-21.4,1.2,486.5,116.6,753.7,32.0,32.0,34.0,34.0,0.0,0.0,11.0,11.0,-2,9.099999999999994,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,32.0,32.0,34.0,34.0,0.0,0.0,,0.0,0.0,0.0,0.0,11.0,11.0,,,,,,,011111111,111111111,206.9,110.0,200.0,155.6,155.6,111.1,7.0,9.0,1.0,472.5,472.5,428.0
12,HWM,Aerospace & Defense,760.9,93.4,-0.2,-1.2,3.3,3.3,7.1,16.9,148.1,323.1,550.7,760.9,783.4,-54.6,1.1,592.0,95.0,892.2,27.0,27.0,27.0,27.0,0.0,0.0,12.0,12.0,-2,2.0,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,27.0,27.0,27.0,27.0,0.0,0.0,,0.0,0.0,0.0,0.0,12.0,12.0,,,,,,,011111111,-01111111,193.4,150.0,175.0,125.0,125.0,75.0,5.0,8.0,1.0,468.4,468.4,418.4
13,PWR,Construction & Engineering,916.0,78.9,-1.8,-2.8,-4.8,-5.8,8.4,25.2,86.2,184.4,465.2,916.0,1124.7,-22.8,1.1,784.8,172.0,1064.3,19.0,19.0,19.0,19.0,0.0,0.0,13.0,13.0,-1,9.900000000000006,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,19.0,19.0,19.0,19.0,0.0,0.0,,0.0,0.0,0.0,0.0,13.0,13.0,,,,,,,000111111,001111111,162.5,150.0,155.6,155.6,155.6,133.3,7.0,9.0,1.0,468.1,468.1,445.8
14,LRCX,Semiconductor Equipment,1250.2,77.2,-0.5,-1.6,-0.4,18.4,35.5,102.0,237.2,346.6,513.3,1250.2,1603.7,-7.6,1.2,704.3,111.6,1398.5,12.0,12.0,12.0,12.0,0.0,0.0,14.0,14.0,-6,3.6999999999999886,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,12.0,12.0,12.0,12.0,0.0,0.0,,0.0,0.0,0.0,0.0,14.0,14.0,,,,,,,001111111,111111011,184.7,150.0,177.8,133.3,133.3,88.9,6.0,9.0,1.0,468.0,468.0,423.6
15,FIX,Engineering & Construction,2625.3,83.3,0.7,-0.5,-4.2,-2.8,17.7,64.6,340.9,845.5,1604.4,2625.3,3110.6,-40.0,1.1,1789.1,270.0,2773.6,3.0,3.0,3.0,3.0,0.0,0.0,15.0,15.0,-1,0.8000000000000114,STRONG_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,3.0,3.0,3.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,15.0,15.0,,,,,,,000111111,100111111,162.5,190.0,155.6,111.1,111.1,111.1,5.0,9.0,1.0,463.6,463.6,463.6
16,PANW,Cybersecurity Software,440.8,87.5,-11.0,-7.7,0.2,40.8,59.0,55.3,57.8,109.1,230.6,440.8,509.1,-34.6,1.3,247.3,67.5,589.1,50.0,50.0,52.0,52.0,0.0,0.0,16.0,16.0,-1,16.6,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,50.0,50.0,52.0,52.0,0.0,0.0,,0.0,0.0,0.0,0.0,16.0,16.0,,,,,,,011111111,111111111,206.9,110.0,200.0,133.3,133.3,88.9,6.0,9.0,1.0,450.2,450.2,405.8
17,DELL,Computer Hardware & Services,1107.6,91.5,9.9,9.0,-2.5,59.6,132.7,168.3,276.0,493.0,741.1,1107.6,1206.8,-23.7,1.6,335.3,58.7,1243.7,16.0,16.0,15.0,15.0,0.0,0.0,17.0,17.0,0,-17.200000000000003,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,16.0,16.0,15.0,15.0,0.0,0.0,,0.0,0.0,0.0,0.0,17.0,17.0,,,,,,,101111111,-01111111,193.4,150.0,175.0,100.0,100.0,75.0,4.0,8.0,1.0,443.4,443.4,418.4
18,MPWR,Semiconductors,502.2,72.5,4.6,3.7,-5.7,-6.3,4.7,21.7,52.0,81.1,171.5,502.2,693.2,-5.3,1.3,484.5,122.9,650.6,44.0,44.0,45.0,45.0,0.0,0.0,18.0,18.0,1,-17.0,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL,,,,,44.0,44.0,45.0,45.0,0.0,0.0,,0.0,0.0,0.0,0.0,18.0,18.0,,,,,,,100111111,111111111,195.8,110.0,200.0,133.3,133.3,88.9,6.0,9.0,1.0,439.1,439.1,394.7
19,SNDK,Data Storage Devices,2238.8,76.6,7.2,8.5,1.2,55.0,190.1,1278.5,,,,2238.8,2887.5,-4.5,1.5,786.6,57.2,2255.5,6.0,6.0,6.0,6.0,0.0,0.0,19.0,19.0,18,-8.399999999999991,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,6.0,6.0,6.0,6.0,0.0,0.0,,0.0,0.0,0.0,0.0,19.0,19.0,,,,,,,11111---1,--------1,207.0,190.0,200.0,33.3,33.3,33.3,1.0,1.0,0.167,430.3,430.3,430.3
20,SMH,Unknown,623.8,87.4,3.3,1.8,-0.9,13.5,28.0,51.7,118.6,197.2,300.0,623.8,714.6,-5.3,1.2,366.4,67.2,772.1,31.0,31.0,33.0,33.0,0.0,0.0,20.0,20.0,7,-5.3999999999999915,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,31.0,31.0,33.0,33.0,0.0,0.0,,0.0,0.0,0.0,0.0,20.0,20.0,,,,,,,101111111,111111111,206.9,110.0,200.0,111.1,111.1,66.7,5.0,9.0,1.0,428.0,428.0,383.6
21,JBL,Electronic Manufacturing Services,567.5,80.2,-4.2,-4.5,-10.5,-5.7,8.0,21.9,79.5,176.8,325.9,567.5,662.0,-28.8,1.1,447.5,84.1,715.8,36.0,36.0,38.0,38.0,0.0,0.0,21.0,21.0,-3,10.099999999999994,STRONG_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,36.0,36.0,38.0,38.0,0.0,0.0,,0.0,0.0,0.0,0.0,21.0,21.0,,,,,,,000111111,111111111,184.7,110.0,200.0,133.3,133.3,88.9,6.0,9.0,1.0,428.0,428.0,383.6
22,URI,Equipment Rental,354.0,92.0,-1.2,-1.6,3.8,13.3,18.7,15.2,25.4,72.0,176.3,354.0,387.6,-36.0,1.3,284.0,68.4,502.3,60.0,60.0,62.0,62.0,0.0,0.0,22.0,22.0,-2,2.1000000000000085,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,60.0,60.0,62.0,62.0,0.0,0.0,,0.0,0.0,0.0,0.0,22.0,22.0,,,,,,,011111111,100111111,184.7,110.0,155.6,133.3,133.3,88.9,6.0,9.0,1.0,428.0,428.0,383.6
23,AMAT,Semiconductor Equipment & Materials,776.4,78.8,-0.4,-1.4,11.7,32.2,54.7,115.3,176.4,241.6,383.3,776.4,991.0,-21.2,1.5,339.4,63.2,924.7,22.0,22.0,25.0,25.0,0.0,0.0,23.0,23.0,-1,1.2000000000000028,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,22.0,22.0,25.0,25.0,0.0,0.0,,0.0,0.0,0.0,0.0,23.0,23.0,,,,,,,011111111,011111011,184.7,150.0,155.6,88.9,88.9,66.7,4.0,9.0,1.0,423.6,423.6,401.4
24,MU,Semiconductors,2073.4,78.3,0.2,-0.9,-5.6,53.9,100.3,304.4,736.2,982.4,1182.2,2073.4,2654.8,-25.2,1.4,729.0,64.2,2221.7,7.0,7.0,7.0,7.0,0.0,0.0,24.0,24.0,1,2.8000000000000043,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,7.0,7.0,7.0,7.0,0.0,0.0,,0.0,0.0,0.0,0.0,24.0,24.0,,,,,,,001111111,111100011,162.5,190.0,133.3,66.7,66.7,44.4,3.0,9.0,1.0,419.2,419.2,396.9
25,STX,Data Storage,1785.9,80.9,8.8,9.7,-1.2,29.5,80.7,207.0,692.3,898.4,1147.2,1785.9,2215.0,-36.7,1.2,688.6,56.3,1934.2,9.0,9.0,9.0,9.0,0.0,0.0,25.0,25.0,7,-11.799999999999997,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,9.0,9.0,9.0,9.0,0.0,0.0,,0.0,0.0,0.0,0.0,25.0,25.0,,,,,,,101111111,100101011,162.5,190.0,111.1,66.7,66.7,66.7,3.0,9.0,1.0,419.2,419.2,419.2
26,ASML,Semi-Conductors,471.1,85.1,1.4,0.3,3.6,11.3,19.1,52.4,76.9,88.3,152.3,471.1,553.1,-5.8,1.6,277.2,54.3,619.4,48.0,48.0,49.0,49.0,0.0,0.0,26.0,26.0,7,-1.9000000000000057,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,48.0,48.0,49.0,49.0,0.0,0.0,,0.0,0.0,0.0,0.0,26.0,26.0,,,,,,,111111111,111110011,195.8,110.0,155.6,111.1,111.1,66.7,5.0,9.0,1.0,416.9,416.9,372.5
27,CAT,Construction Machinery,540.5,84.4,-2.0,-2.5,2.7,5.7,19.0,51.1,120.3,198.7,300.4,540.5,640.0,-5.5,1.2,324.6,54.1,688.8,39.0,39.0,40.0,40.0,0.0,0.0,27.0,27.0,-1,3.6000000000000014,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,39.0,39.0,40.0,40.0,0.0,0.0,,0.0,0.0,0.0,0.0,27.0,27.0,,,,,,,011111111,110111111,195.8,110.0,177.8,111.1,111.1,44.4,5.0,9.0,1.0,416.9,416.9,350.2
28,WSM,Specialty Retail,357.0,86.9,-4.1,-3.9,3.1,8.5,7.2,7.2,40.0,92.2,179.5,357.0,417.3,-40.6,1.2,344.9,87.9,505.3,58.0,58.0,60.0,60.0,0.0,0.0,28.0,28.0,0,9.200000000000003,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,58.0,58.0,60.0,60.0,0.0,0.0,,0.0,0.0,0.0,0.0,28.0,28.0,,,,,,,011111111,011111111,195.8,110.0,177.8,111.1,111.1,88.9,5.0,9.0,1.0,416.9,416.9,394.7
29,QUBT,Quantum Computing,730.0,9.3,-0.5,-5.6,-19.5,-8.6,-11.9,-34.2,398.1,308.7,216.1,730.0,9187.6,-139.9,1.6,13344.4,8277.1,878.3,28.0,28.0,28.0,28.0,0.0,0.0,29.0,29.0,0,634.4000000000005,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,28.0,28.0,28.0,28.0,0.0,0.0,,0.0,0.0,0.0,0.0,29.0,29.0,,,,,,,000001111,111000111,129.1,150.0,133.3,133.3,133.3,133.3,6.0,9.0,1.0,412.4,412.4,412.4
30,HOOD,Capital Markets,468.4,58.5,-0.8,-2.0,12.9,29.4,21.0,2.9,314.4,468.4,,468.4,820.7,-60.3,1.4,747.6,197.3,528.1,57.0,57.0,50.0,50.0,0.0,0.0,30.0,30.0,-6,9.100000000000023,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,57.0,57.0,50.0,50.0,0.0,0.0,,0.0,0.0,0.0,0.0,30.0,30.0,,,,,,,0111111-1,------111,198.5,110.0,200.0,100.0,100.0,100.0,3.0,3.0,0.5,408.5,408.5,408.5
31,TSM,Semiconductors,589.3,86.7,-0.4,-1.3,-1.7,3.2,10.6,30.4,126.8,193.6,277.1,589.3,680.9,-6.0,1.1,424.3,75.9,737.6,34.0,34.0,36.0,36.0,0.0,0.0,31.0,31.0,3,1.9000000000000057,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,34.0,34.0,36.0,36.0,0.0,0.0,,0.0,0.0,0.0,0.0,31.0,31.0,,,,,,,001111111,111110111,184.7,110.0,177.8,111.1,111.1,88.9,5.0,9.0,1.0,405.8,405.8,383.6
32,TSLA,Automobile Manufacturers,775.0,52.1,2.1,2.3,-3.4,-3.9,-8.3,-7.0,9.2,-3.9,200.4,775.0,1535.1,-50.2,1.2,1493.4,602.1,923.3,23.0,23.0,26.0,26.0,0.0,0.0,32.0,32.0,3,-42.0,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,23.0,23.0,26.0,26.0,0.0,0.0,,0.0,0.0,0.0,0.0,32.0,32.0,,,,,,,100001011,111110011,140.2,150.0,155.6,111.1,111.1,111.1,5.0,9.0,1.0,401.3,401.3,401.3
33,AAPL,Consumer Electronics,263.7,99.1,2.0,0.9,4.7,6.3,7.5,11.5,8.6,12.5,53.2,263.7,266.5,-12.6,1.2,202.1,45.2,412.0,70.0,70.0,73.0,73.0,0.0,0.0,33.0,33.0,3,-2.3999999999999986,EARLY_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,70.0,70.0,73.0,73.0,0.0,0.0,,0.0,0.0,0.0,0.0,33.0,33.0,,,,,,,111111111,111111111,218.0,70.0,200.0,111.1,111.1,44.4,5.0,9.0,1.0,399.1,399.1,332.4
34,APP,Software,867.6,56.6,-2.7,-5.1,-14.1,-1.8,-5.4,-8.7,378.4,880.9,,867.6,1542.2,-55.4,1.4,1630.3,512.9,929.1,21.0,21.0,20.0,20.0,0.0,0.0,34.0,34.0,-11,49.89999999999998,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,21.0,21.0,20.0,20.0,0.0,0.0,,0.0,0.0,0.0,0.0,34.0,34.0,,,,,,,0000011-1,------111,148.5,150.0,200.0,100.0,100.0,100.0,3.0,3.0,0.5,398.5,398.5,398.5
35,^IRX,Government Bonds,2709.2,48.3,0.3,-0.6,0.6,-3.2,-4.5,-12.8,-52.4,1112.5,3923.6,2709.2,5789.1,-166.0,1.2,6361.0,3768.8,2857.5,2.0,2.0,2.0,2.0,0.0,0.0,35.0,35.0,3,-66.5,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,2.0,2.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,35.0,35.0,,,,,,,010000111,110011100,118.0,190.0,111.1,88.9,88.9,88.9,4.0,9.0,1.0,396.9,396.9,396.9
36,TRGP,Oil & Gas Midstream,527.1,96.4,5.9,4.3,5.4,2.5,11.8,30.6,74.2,167.8,468.0,527.1,551.7,-93.5,1.2,366.7,75.1,675.4,40.0,40.0,41.0,41.0,0.0,0.0,36.0,36.0,10,-11.800000000000011,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,40.0,40.0,41.0,41.0,0.0,0.0,,0.0,0.0,0.0,0.0,36.0,36.0,,,,,,,111111111,000011111,173.6,110.0,111.1,111.1,111.1,111.1,5.0,9.0,1.0,394.7,394.7,394.7
37,000660.KS,Memory,2551.3,72.4,-9.0,-11.4,-11.6,42.3,88.6,291.7,911.3,1369.7,1637.1,2551.3,3531.1,-22.7,1.2,1069.4,99.9,2699.6,4.0,4.0,4.0,4.0,0.0,0.0,37.0,37.0,3,6.400000000000006,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,4.0,4.0,4.0,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,37.0,37.0,,,,,,,001111111,101-00111,157.3,190.0,111.1,44.4,44.4,44.4,2.0,9.0,1.0,391.7,391.7,391.7
38,CDNS,Electronic Design Automation Software,294.3,80.4,3.3,1.6,-3.1,5.9,10.6,4.9,-4.6,10.3,55.4,294.3,367.1,-3.4,1.2,316.3,97.5,442.6,67.0,67.0,68.0,68.0,0.0,0.0,38.0,38.0,6,-9.599999999999994,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,67.0,67.0,68.0,68.0,0.0,0.0,,0.0,0.0,0.0,0.0,38.0,38.0,,,,,,,101110111,111111110,184.7,70.0,177.8,133.3,133.3,111.1,6.0,9.0,1.0,388.0,388.0,365.8
39,TT,Building Products,241.8,82.5,-0.6,-1.0,3.0,-0.5,1.7,-0.6,14.0,53.7,100.4,241.8,294.6,-7.0,1.2,276.3,76.0,390.1,77.0,77.0,79.0,79.0,0.0,0.0,39.0,39.0,-8,1.5,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,77.0,77.0,79.0,79.0,0.0,0.0,,0.0,0.0,0.0,0.0,39.0,39.0,,,,,,,010101111,111111111,184.7,70.0,200.0,133.3,133.3,66.7,6.0,9.0,1.0,388.0,388.0,321.4
40,RKLB,Aerospace & Defense,841.4,49.3,-13.6,-20.6,-26.7,-11.7,-6.0,26.3,701.0,880.2,,841.4,1719.1,-77.2,1.3,1289.9,266.3,907.6,24.0,24.0,21.0,21.0,0.0,0.0,40.0,40.0,-19,102.4,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,24.0,24.0,21.0,21.0,0.0,0.0,,0.0,0.0,0.0,0.0,40.0,40.0,,,,,,,0000111-1,-----0111,137.0,150.0,150.0,100.0,100.0,100.0,3.0,4.0,0.667,387.0,387.0,387.0
41,SOXX,Semiconductor,481.5,80.5,-6.6,-6.2,-2.3,16.8,36.3,65.9,113.4,157.3,226.6,481.5,597.7,-6.2,1.3,244.0,47.1,626.6,47.0,47.0,48.0,48.0,0.0,0.0,41.0,41.0,1,0.0,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,47.0,47.0,48.0,48.0,0.0,0.0,,0.0,0.0,0.0,0.0,41.0,41.0,38373490688.0,38.373,,etf,etf,data_raw,001111111,111111011,184.7,110.0,177.8,88.9,88.9,66.7,4.0,9.0,1.0,383.6,383.6,361.4
42,TPL,Homebuilding,422.8,46.3,-3.2,-4.9,0.2,-9.8,-6.2,0.8,10.0,24.9,113.7,422.8,919.6,-5.5,1.4,976.2,508.8,569.9,51.0,51.0,54.0,54.0,0.0,0.0,42.0,42.0,-3,56.30000000000001,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,51.0,51.0,54.0,54.0,0.0,0.0,,0.0,0.0,0.0,0.0,42.0,42.0,26953136862.55,26.953,357.0,other,equity,data_raw,010011111,110111101,162.5,110.0,155.6,111.1,111.1,66.7,5.0,9.0,1.0,383.6,383.6,339.2
43,APH,Electronic Components,345.1,83.4,-5.7,-4.7,0.2,4.3,3.6,11.4,88.9,151.5,219.5,345.1,390.4,-16.3,1.1,277.5,44.9,493.5,61.0,61.0,63.0,63.0,0.0,0.0,43.0,43.0,0,7.199999999999996,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,61.0,61.0,63.0,63.0,0.0,0.0,,0.0,0.0,0.0,0.0,43.0,43.0,,,,,,,011111111,11-111111,205.9,110.0,177.8,66.7,66.7,44.4,3.0,9.0,1.0,382.6,382.6,360.3
