Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Average_Rank,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Recent_Momentum_Rank,Recent_Weakness_Penalty,Coverage_Penalty,State_Adjustment,Durability_Adjustment,Average_Rank,Average_Rank,Market_Cap,Market_Cap_B,Market_Cap_Rank,Market_Cap_Bucket,Market_Cap_Asset_Type,Market_Cap_Source,High_52W,Pct_From_52W_High,At_52W_High
11,RGTI,Quantum Computing,941.1,35.6,-2.9,13.8,29.8,19.0,21.8,626.8,956.7,970.5,,941.1,2754.1,-93.0,1.5,2262.2,669.0374526297704,1003.5,27.0,27.0,26.0,26.0,12.5,12.5,58.5,58.5,-2,128.0355388280541,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,27.0,27.0,26.0,26.0,12.5,12.5,65.0,0.0,11.0,0.0,0.0,58.5,58.5,,,,,,,58.15,-58.56,False
12,QUBT,Quantum Computing,1025.0,12.5,-1.0,4.0,21.2,12.3,-15.2,376.5,572.7,445.9,333.5,1025.0,9187.6,-139.9,1.6,9803.2,4953.471367235379,1174.3,22.0,22.0,23.0,23.0,20.53,20.53,60.38,60.38,-10,343.352849957304,STRONG_UP,LOWER,MOMENTUM_DOWN,S0_NEUTRAL,,,,,22.0,22.0,23.0,23.0,20.53,20.53,117.0,10.0,0.0,0.0,0.0,60.38,60.38,,,,,,,25.84,-56.66,False
13,TSLA,Automobile Manufacturers,821.6,55.0,-2.3,3.1,-0.6,-6.0,-3.3,11.5,15.4,2.4,252.4,821.6,1535.1,-50.2,1.2,1399.2,525.0942393249472,970.9,29.0,29.0,29.0,29.0,25.52,25.52,60.47,60.47,-8,42.75137547369616,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,29.0,29.0,29.0,29.0,25.52,25.52,196.0,0.0,0.0,0.0,-22.0,60.47,60.47,,,,,,,498.83,-15.06,False
14,ANET,Networking Equipment,854.1,94.6,9.6,-0.5,11.1,15.1,20.8,37.2,75.5,208.9,411.4,854.1,904.1,-19.6,1.3,634.3,133.23332526265344,1003.4,28.0,28.0,28.0,28.0,9.68,9.68,62.53,62.53,4,-48.32425413975096,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL,,,,,28.0,28.0,28.0,28.0,9.68,9.68,87.0,0.0,0.0,0.0,0.0,62.53,62.53,,,,,,,179.79,-3.01,False
15,FIX,Engineering & Construction,2801.3,89.2,0.5,-0.8,8.1,36.3,94.1,224.3,395.5,933.0,1745.7,2801.3,3095.3,-40.0,1.1,1470.7,209.4431396801744,2950.6,2.0,2.0,2.0,2.0,9.29,9.29,62.69,62.69,-1,7.972837664031118,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,2.0,2.0,2.0,2.0,9.29,9.29,40.0,0.0,0.0,25.0,0.0,62.69,62.69,,,,,,,2073.9883,-10.8,False
16,APP,Software,1013.1,65.7,-6.5,6.5,16.6,4.7,5.6,122.5,500.4,1022.4,,1013.1,1542.2,-55.4,1.4,1400.3,346.35820229176096,1075.5,24.0,24.0,24.0,24.0,12.5,12.5,65.55,65.55,-6,27.734127547695778,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,24.0,24.0,24.0,24.0,12.5,12.5,99.0,0.0,11.0,0.0,0.0,65.55,65.55,,,,,,,745.61,-23.44,False
17,STX,Data Storage,1868.6,100.0,0.2,13.7,63.8,120.9,269.8,561.2,760.5,949.0,1223.0,1868.6,1867.5,-36.7,1.2,417.2,26.5,2017.9,8.0,8.0,8.0,8.0,24.78,24.78,68.28,68.28,14,1.0,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,8.0,8.0,8.0,8.0,24.78,24.78,8.0,0.0,0.0,-6.0,0.0,68.28,68.28,,,,,,,966.8,-2.7,False
18,PANW,Cybersecurity Software,347.8,90.3,-9.7,22.0,45.5,44.4,35.0,30.3,33.2,76.5,178.7,347.8,389.3,-34.6,1.2,226.2,61.68549028924003,497.1,57.0,57.0,57.0,57.0,0.0,0.0,70.2,70.2,16,9.398154570874595,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,57.0,57.0,57.0,57.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,70.2,70.2,,,,,,,302.95,-7.43,False
19,CAT,Construction Machinery,523.1,97.9,7.2,3.5,8.4,24.2,58.0,93.4,121.2,193.1,296.0,523.1,533.7,-5.5,1.2,244.9,36.09728727545903,672.4,45.0,45.0,46.0,46.0,4.44,4.44,72.19,72.19,17,-4.568855118352602,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,45.0,45.0,46.0,46.0,4.44,4.44,54.0,0.0,0.0,-6.0,0.0,72.19,72.19,,,,,,,936.71,-1.12,False
20,VRT,Electrical Equipment & Parts,1520.3,86.0,3.7,-0.3,8.1,38.4,77.1,143.3,314.7,962.4,1339.4,1520.3,1741.3,-60.9,1.3,868.3,165.81741817823155,1623.6,10.0,10.0,10.0,10.0,12.07,12.07,72.37,72.37,-1,-12.532616596524946,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,10.0,10.0,10.0,10.0,12.07,12.07,46.0,0.0,0.0,25.0,0.0,72.37,72.37,,,,,,,379.93,-12.76,False
21,MU,Semiconductors,2329.6,100.0,0.0,49.6,107.3,169.3,424.9,692.6,863.8,1118.5,1360.3,2329.6,2328.6,-25.2,1.5,404.6,29.4,2478.9,5.0,5.0,5.0,5.0,27.33,27.33,73.98,73.98,-4,0.26585987337558237,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,5.0,5.0,5.0,5.0,27.33,27.33,2.0,0.0,0.0,0.0,0.0,73.98,73.98,,,,,,,1089.29,-0.89,False
22,CDNS,Electronic Design Automation Software,330.6,90.2,12.3,7.0,17.5,19.9,12.7,11.4,3.1,23.0,74.4,330.6,367.1,-3.4,1.2,274.3,77.63299149398594,479.9,60.0,60.0,60.0,60.0,0.0,0.0,75.45,75.45,17,-28.51585767592816,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,60.0,60.0,60.0,60.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,75.45,75.45,,,,,,,416.69,-2.09,False
23,MRVL,Semiconductors,895.7,100.0,2.7,58.1,135.9,183.3,234.1,246.8,275.5,322.7,447.1,895.7,811.2,-14.2,2.4,107.0,23.4,1045.0,25.0,25.0,27.0,27.0,15.89,15.89,76.09,76.09,12,-1.493114021726818,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,25.0,25.0,27.0,27.0,15.89,15.89,1.0,0.0,0.0,-6.0,0.0,76.09,76.09,,,,,,,324.15,-6.94,False
24,QBTS,Quantum Computing,942.7,52.2,-6.2,12.4,36.9,25.8,26.6,699.7,1143.1,1030.3,,942.7,1840.5,-110.7,1.5,1283.0,237.4474903442524,1008.8,26.0,26.0,25.0,25.0,27.0,27.0,77.25,77.25,-1,34.24749034425241,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,26.0,26.0,25.0,25.0,27.0,27.0,51.0,0.0,11.0,0.0,0.0,77.25,77.25,,,,,,,46.75,-41.07,False
25,AMAT,Semiconductor Equipment & Materials,608.6,100.0,1.9,17.0,21.3,43.1,93.8,119.3,129.5,177.3,299.9,608.6,608.4,-21.2,1.6,217.2,35.2,757.9,39.0,39.0,39.0,39.0,15.89,15.89,78.19,78.19,2,-1.6993885798476782,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,39.0,39.0,39.0,39.0,15.89,15.89,31.0,0.0,0.0,-6.0,0.0,78.19,78.19,,,,,,,508.2599,-1.47,False
26,SOXX,Semiconductor,546.1,100.0,0.7,17.9,41.8,60.9,93.1,121.7,138.8,186.9,269.7,546.1,544.4,-6.2,1.4,170.4,27.6,695.4,42.0,42.0,43.0,43.0,11.44,11.44,78.24,78.24,0,-0.09299822654404011,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,42.0,42.0,43.0,43.0,11.44,11.44,24.0,0.0,0.0,-6.0,0.0,78.24,78.24,,,,,,,618.84,-0.51,False
27,TSM,Semiconductors,599.2,97.2,-0.6,3.0,6.4,17.7,39.2,76.5,135.9,199.2,292.0,599.2,616.9,-6.0,1.2,346.1,54.245585222139624,748.5,40.0,40.0,40.0,40.0,11.44,11.44,79.19,79.19,-7,4.145585222139623,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,40.0,40.0,40.0,40.0,11.44,11.44,73.0,0.0,0.0,0.0,0.0,79.19,79.19,,,,,,,450.1636,-2.99,False
28,URI,Equipment Rental,335.4,93.1,8.0,6.7,14.8,18.1,12.8,14.2,23.4,66.0,171.6,335.4,362.9,-36.0,1.3,267.3,67.36108863661562,484.7,59.0,59.0,59.0,59.0,8.89,8.89,79.49,79.49,0,-18.170563332568946,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,59.0,59.0,59.0,59.0,8.89,8.89,83.0,0.0,0.0,-6.0,0.0,79.49,79.49,,,,,,,1067.88,-1.06,False
29,CIEN,Communications Equipment,1340.8,98.9,3.2,10.4,30.7,87.4,272.2,549.9,742.2,833.5,915.4,1340.8,1355.9,-63.2,1.3,329.1,12.439530588279862,1490.1,13.0,13.0,13.0,13.0,27.33,27.33,79.93,79.93,15,-0.42139617740414437,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,13.0,13.0,13.0,13.0,27.33,27.33,13.0,0.0,0.0,-6.0,0.0,79.93,79.93,,,,,,,637.51,-2.69,False
30,PWR,Construction & Engineering,1025.2,88.2,0.0,-1.8,6.6,24.9,43.1,78.0,111.5,223.5,543.3,1025.2,1124.7,-22.8,1.1,646.2,128.1,1174.5,21.0,21.0,22.0,22.0,9.29,9.29,82.14,82.14,-6,9.552202078392952,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,21.0,21.0,22.0,22.0,9.29,9.29,70.0,0.0,0.0,25.0,0.0,82.14,82.14,,,,,,,788.72,-9.26,False
31,IONQ,Quantum Computing,465.3,68.5,-5.8,21.0,60.1,53.8,42.8,209.2,270.1,472.3,,465.3,660.4,-66.8,1.4,385.8,83.89759869454069,530.5,56.0,56.0,51.0,51.0,10.0,10.0,83.0,83.0,-10,4.617163014683143,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,56.0,56.0,51.0,51.0,10.0,10.0,30.0,0.0,11.0,0.0,0.0,83.0,83.0,,,,,,,84.64,-19.39,False
32,FTNT,Cybersecurity Software,537.8,98.1,-1.9,32.6,51.5,59.8,51.4,49.7,52.3,55.6,151.9,537.8,549.2,-20.2,1.4,308.5,72.41335894644182,687.1,43.0,43.0,44.0,44.0,11.44,11.44,83.09,83.09,0,-5.564846511608039,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,43.0,43.0,44.0,44.0,11.44,11.44,26.0,0.0,0.0,12.0,0.0,83.09,83.09,,,,,,,149.03,-1.71,False
33,TRX-USD,Cryptocurrency,801.1,12.2,-0.6,-2.4,-1.5,2.5,-3.3,25.2,73.8,156.6,470.3,801.1,6637.4,-26.9,1.2,6251.4,1628.2600376346259,915.5,30.0,30.0,31.0,31.0,9.85,9.85,84.55,84.55,-30,225.52762950579495,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,30.0,30.0,31.0,31.0,9.85,9.85,186.0,0.0,0.0,25.0,0.0,84.55,84.55,,,,,,,0.3763,-11.34,False
34,LLY,Pharmaceuticals,531.0,87.8,-3.6,3.8,-0.5,-3.4,7.8,2.7,9.8,88.2,234.3,531.0,607.2,-21.4,1.2,511.6,135.87900714003607,680.3,44.0,44.0,45.0,45.0,1.84,1.84,85.19,85.19,-22,17.208337185061666,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,44.0,44.0,45.0,45.0,1.84,1.84,159.0,0.0,0.0,12.0,0.0,85.19,85.19,,,,,,,1149.1,-6.12,False
35,AAPL,Consumer Electronics,257.7,97.7,-1.8,4.0,5.4,4.9,11.3,7.6,5.9,10.9,54.9,257.7,264.2,-12.6,1.2,203.0,46.77408835337825,407.0,67.0,67.0,70.0,70.0,0.0,0.0,86.15,86.15,-5,2.4740883533782494,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,67.0,67.0,70.0,70.0,0.0,0.0,116.0,0.0,0.0,12.0,-18.0,86.15,86.15,,,,,,,316.94,-2.11,False
36,WSM,Specialty Retail,319.8,78.8,1.8,6.7,1.7,2.0,0.6,3.7,34.6,77.3,162.0,319.8,417.3,-40.6,1.2,378.4,108.37620461741365,469.1,61.0,61.0,62.0,62.0,4.44,4.44,86.49,86.49,-7,-2.8323751543772886,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,61.0,61.0,62.0,62.0,4.44,4.44,154.0,0.0,0.0,0.0,0.0,86.49,86.49,,,,,,,222.0,-6.71,False
37,ASTS,Satellite Communications,1056.2,78.8,-5.4,24.9,22.3,29.7,72.8,250.6,1064.0,1145.8,,1056.2,1328.4,-128.2,1.3,717.0,96.46349653239731,1140.0,23.0,23.0,20.0,20.0,30.5,30.5,86.55,86.55,-12,41.463496532397315,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,23.0,23.0,20.0,20.0,30.5,30.5,38.0,0.0,11.0,0.0,0.0,86.55,86.55,,,,,,,133.8599,-19.52,False
38,TPL,Homebuilding,452.8,49.5,2.4,0.2,-13.5,2.5,3.7,-4.5,18.2,32.8,128.8,452.8,919.6,-5.5,1.4,949.2,453.9962857713355,602.1,51.0,51.0,53.0,53.0,19.74,19.74,90.99,90.99,14,-2.266014196082324,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,51.0,51.0,53.0,53.0,19.74,19.74,200.0,4.0,0.0,-2.0,0.0,90.99,90.99,,,,,,,547.2,-25.67,False
39,LITE,Communication Equipment,1345.5,87.2,7.9,-0.8,7.5,69.6,360.7,848.2,1140.1,1111.4,1089.8,1345.5,1558.0,-109.6,1.6,381.7,0.10216464059181285,1494.8,12.0,12.0,12.0,12.0,27.73,27.73,92.18,92.18,19,1.8496408885684938,EARLY_DOWN,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL,,,,,12.0,12.0,12.0,12.0,27.73,27.73,19.0,0.0,0.0,0.0,0.0,92.18,92.18,,,,,,,1085.6801,-13.6,False
40,SNDK,Data Storage Devices,2261.3,100.0,0.0,27.1,95.4,287.1,1581.7,,,,,2261.3,2232.5,-4.5,1.5,430.0,429.9,2278.9,6.0,6.0,6.0,6.0,17.5,17.5,93.65,93.65,9,22.099999999999966,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,6.0,6.0,6.0,6.0,17.5,17.5,5.0,0.0,60.0,-6.0,0.0,93.65,93.65,,,,,,,1860.9999,-1.59,False
41,ASML,Semi-Conductors,446.5,100.0,2.8,11.4,11.0,22.1,54.8,72.3,70.2,79.9,147.0,446.5,445.1,-5.8,1.7,207.5,36.5,595.8,52.0,52.0,54.0,54.0,22.89,22.89,94.24,94.24,4,-2.8752151821555785,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,52.0,52.0,54.0,54.0,22.89,22.89,53.0,0.0,0.0,-6.0,0.0,94.24,94.24,,,,,,,1743.27,-0.97,False
42,IRM,Data Storage & Management,233.0,75.3,-0.6,-1.1,4.4,19.4,16.6,6.9,17.5,51.5,138.7,233.0,320.0,-29.9,1.2,219.2,81.75593789969274,382.3,69.0,69.0,72.0,72.0,15.05,15.05,97.65,97.65,-1,-2.0322482241235775,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,69.0,69.0,72.0,72.0,15.05,15.05,93.0,0.0,0.0,0.0,0.0,97.65,97.65,,,,,,,134.09,-4.58,False
43,STLD,Steel,423.9,100.0,0.5,10.5,22.3,34.4,60.0,71.6,74.3,120.7,298.1,423.9,424.3,-47.6,1.3,179.7,32.9,573.2,54.0,54.0,56.0,56.0,24.78,24.78,98.13,98.13,0,0.10000000000000142,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,54.0,54.0,56.0,56.0,24.78,24.78,43.0,0.0,0.0,-6.0,0.0,98.13,98.13,,,,,,,277.79,-0.96,False
44,COHR,N/A,704.3,97.5,10.9,18.8,35.5,69.9,181.0,290.4,455.8,524.4,585.8,704.3,724.2,-81.6,1.6,155.3,6.673213214317462,853.6,32.0,32.0,33.0,33.0,29.22,29.22,98.82,98.82,11,-0.5140684542561313,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,32.0,32.0,33.0,33.0,29.22,29.22,14.0,0.0,0.0,-6.0,0.0,98.82,98.82,,,,,,,439.77,-5.08,False
45,APH,Electronic Components,304.4,74.8,-1.4,0.3,-1.9,-2.9,6.4,43.6,78.6,133.5,194.9,304.4,384.6,-16.3,1.2,281.3,51.24101525384016,453.7,63.0,63.0,66.0,66.0,5.19,5.19,100.39,100.39,-5,-0.5047297035487119,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,63.0,63.0,66.0,66.0,5.19,5.19,171.0,0.0,0.0,0.0,0.0,100.39,100.39,,,,,,,167.04,-11.63,False
46,RKLB,Aerospace & Defense,1278.3,73.6,-21.5,17.6,37.8,58.8,105.5,570.0,1109.0,1327.5,,1278.3,1719.1,-77.2,1.3,773.5,99.28488035405351,1345.4,15.0,15.0,14.0,14.0,27.0,27.0,101.45,101.45,-9,47.588340380643146,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,15.0,15.0,14.0,14.0,27.0,27.0,20.0,0.0,11.0,25.0,0.0,101.45,101.45,,,,,,,150.9999,-24.04,False
47,IBKR,Capital Markets,343.3,96.8,-0.1,1.3,7.2,12.7,17.6,55.0,112.4,200.5,275.4,343.3,313.6,-46.8,1.2,205.0,28.79484836769123,492.6,58.0,58.0,58.0,58.0,13.33,13.33,102.03,102.03,16,-4.838025093245058,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,58.0,58.0,58.0,58.0,13.33,13.33,94.0,0.0,0.0,0.0,0.0,102.03,102.03,,,,,,,91.02,-4.25,False
48,GWW,Industrial Distribution,170.6,77.6,5.9,5.5,3.5,9.5,9.7,1.6,-0.5,29.9,81.4,170.6,230.8,-40.3,1.2,175.7,65.31614239263834,319.9,96.0,96.0,99.0,99.0,3.0,3.0,104.0,104.0,27,-5.881712563185758,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,96.0,96.0,99.0,99.0,3.0,3.0,112.0,0.0,0.0,0.0,0.0,104.0,104.0,,,,,,,1296.03,-0.91,False
49,HWM,Aerospace & Defense,685.6,87.4,-5.0,-1.4,-7.2,1.1,8.5,52.9,135.6,292.2,504.5,685.6,755.5,-54.6,1.1,597.2,100.8857203470889,817.8,36.0,36.0,36.0,36.0,5.6,5.6,106.95,106.95,-11,13.637726192506591,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,36.0,36.0,36.0,36.0,5.6,5.6,177.0,4.0,0.0,25.0,0.0,106.95,106.95,,,,,,,280.74,-11.44,False
50,EME,Construction & Engineering,611.4,84.5,1.2,-5.1,-2.1,7.5,15.1,41.1,92.6,248.9,415.5,611.4,717.4,-42.2,1.2,514.8,108.40597414372449,760.7,38.0,38.0,38.0,38.0,14.11,14.11,107.26,107.26,-4,6.594497640660634,STRONG_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,38.0,38.0,38.0,38.0,14.11,14.11,143.0,0.0,0.0,25.0,0.0,107.26,107.26,,,,,,,951.95,-11.81,False
