Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,5d,1m,3m,6m,1y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Total_Return_Rank.1,Divergence_Rank,Divergence_Rank.1,Penalty,Penalty.1,Average_Rank,Average_Rank.1,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend,Total_Return_Rank.2,Total_Return_Rank.3,Divergence_Rank.2,Divergence_Rank.3,Penalty.2,Penalty.3,Recent_Momentum_Rank,Recent_Weakness_Penalty,Coverage_Penalty,State_Adjustment,Durability_Adjustment,Average_Rank.2,Average_Rank.3,Interval_Dice,Alpha_Dice,Grid_Score,Max_Divergence_Score,Y3_Beat_VOO_Score,Y3_Premium_Score,Y3_Premium_50p_Score,Y3_Premium_100p_Score,Y3_Premium_Wins,Y3_Premium_Total,Y3_Confidence,Beat_Score,Beat_Score_50p,Beat_Score_100p,Market_Cap,Market_Cap_B,Market_Cap_Rank,Market_Cap_Bucket,Market_Cap_Asset_Type,Market_Cap_Source,High_52W,Pct_From_52W_High,At_52W_High
11,AVGO,Semiconductors,994.5,67.8,-0.7,-1.6,-8.4,-12.1,-10.9,-10.6,63.1,220.2,436.1,994.5,1473.1,-16.4,1.2,1551.3,419.7,1145.4,19.0,19.0,19.0,19.0,0.0,0.0,11.0,11.0,-3,45.89999999999998,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,19.0,19.0,19.0,19.0,0.0,0.0,,0.0,0.0,0.0,0.0,11.0,11.0,000001111,111111111,162.4,150.0,200.0,155.6,155.6,111.1,7.0,9.0,1.0,468.0,468.0,423.5,1694590819158.87,1694.591,8.0,cap10,equity,data_raw,,,True
12,PANW,Cybersecurity Software,569.6,98.8,9.8,7.3,11.5,15.2,64.3,75.7,89.0,148.2,294.9,569.6,577.3,-34.6,1.3,261.7,51.0,720.5,37.0,37.0,37.0,37.0,0.0,0.0,12.0,12.0,7,-39.5,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL,,,,,37.0,37.0,37.0,37.0,0.0,0.0,,0.0,0.0,0.0,0.0,12.0,12.0,111111111,111111111,218.0,110.0,200.0,133.3,133.3,88.9,6.0,9.0,1.0,461.3,461.3,416.9,321719390014.65,321.719,40.0,cap100,equity,data_raw,,,True
13,PWR,Construction & Engineering,855.8,73.8,-0.5,-1.1,-2.6,-6.4,-7.2,11.4,67.8,151.9,403.6,855.8,1124.7,-22.8,1.1,940.3,219.6,1006.6,20.0,20.0,20.0,20.0,0.0,0.0,13.0,13.0,-4,-15.700000000000015,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,20.0,20.0,20.0,20.0,0.0,0.0,,0.0,0.0,0.0,0.0,13.0,13.0,000011111,001111111,151.39999999999998,150.0,155.6,155.6,155.6,133.3,7.0,9.0,1.0,457.0,457.0,434.7,95453023886.19,95.453,138.0,large,equity,data_raw,,,True
14,FIX,Engineering & Construction,2373.1,75.4,-2.0,-2.5,-12.6,-13.9,-3.9,33.9,278.4,731.4,1422.3,2373.1,3110.6,-40.0,1.1,2243.3,383.2,2524.0,5.0,5.0,5.0,5.0,0.0,0.0,14.0,14.0,1,0.0,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,5.0,5.0,5.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,14.0,14.0,000011111,100111111,151.39999999999998,190.0,155.6,111.1,111.1,111.1,5.0,9.0,1.0,452.5,452.5,452.5,56863123359.84,56.863,227.0,large,equity,data_raw,,,True
15,LLY,Pharmaceuticals,568.2,85.9,-0.5,-1.0,-2.1,-1.3,1.4,7.0,10.7,84.3,230.3,568.2,664.2,-21.4,1.2,564.3,144.5,719.1,38.0,38.0,38.0,38.0,0.0,0.0,15.0,15.0,-4,4.199999999999989,EARLY_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,38.0,38.0,38.0,38.0,0.0,0.0,,0.0,0.0,0.0,0.0,15.0,15.0,000111111,111111111,184.7,110.0,200.0,155.6,155.6,111.1,7.0,9.0,1.0,450.3,450.3,405.8,1026385432183.53,1026.385,12.0,cap100,equity,data_raw,,,True
16,DELL,Computer Hardware & Services,1434.4,92.4,-3.6,-4.0,30.4,25.9,103.4,195.2,335.8,629.8,939.3,1434.4,1548.4,-23.7,1.5,511.6,64.6,1572.9,12.0,12.0,12.0,12.0,0.0,0.0,16.0,16.0,-2,12.299999999999995,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,12.0,12.0,12.0,12.0,0.0,0.0,,0.0,0.0,0.0,0.0,16.0,16.0,011111111,-01111111,193.4,150.0,175.0,100.0,100.0,75.0,4.0,8.0,1.0,443.4,443.4,418.4,173434635148.74,173.435,74.0,cap100,equity,data_raw,,,True
17,MU,Semiconductors,2252.8,85.0,4.8,4.7,20.5,10.9,65.1,216.8,738.0,1046.7,1251.2,2252.8,2654.8,-25.2,1.3,1026.1,86.2,2403.7,6.0,6.0,6.0,6.0,0.0,0.0,17.0,17.0,1,-13.399999999999991,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,6.0,6.0,6.0,6.0,0.0,0.0,,0.0,0.0,0.0,0.0,17.0,17.0,111111111,111100011,184.7,190.0,133.3,66.7,66.7,44.4,3.0,9.0,1.0,441.4,441.4,419.1,1210573936208.5,1210.574,11.0,cap100,equity,data_raw,,,True
18,SMH,Semis,595.9,83.5,5.3,4.1,8.7,2.2,13.1,34.4,101.0,179.5,269.7,595.9,714.6,-5.3,1.1,459.6,83.4,746.8,34.0,34.0,34.0,34.0,0.0,0.0,18.0,18.0,4,-22.0,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,34.0,34.0,34.0,34.0,0.0,0.0,,0.0,0.0,0.0,0.0,18.0,18.0,111111111,111111111,218.0,110.0,200.0,111.1,111.1,66.7,5.0,9.0,1.0,439.1,439.1,394.7,67787030528.0,67.787,,etf,etf,data_raw,,,True
19,VRT,Electrical Equipment & Parts,1053.0,60.2,-0.3,-1.1,-1.9,-12.9,-16.9,7.7,125.5,642.4,877.6,1053.0,1741.3,-60.9,1.2,1574.8,413.5,1157.3,17.0,17.0,15.0,15.0,0.0,0.0,19.0,19.0,-6,42.60000000000002,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL,,,,,17.0,17.0,15.0,15.0,0.0,0.0,,0.0,0.0,0.0,0.0,19.0,19.0,000011111,---101111,153.89999999999998,150.0,166.7,133.3,133.3,133.3,4.0,6.0,1.0,437.2,437.2,437.2,95777357208.98,95.777,137.0,large,equity,data_raw,,,True
20,PLTR,Software,816.2,77.6,6.5,7.1,29.1,31.4,27.5,14.0,319.3,808.1,,816.2,1018.1,-71.2,1.3,897.8,215.4,886.7,26.0,26.0,23.0,23.0,0.0,0.0,20.0,20.0,0,-63.49999999999997,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,26.0,26.0,23.0,23.0,0.0,0.0,,0.0,0.0,0.0,0.0,20.0,20.0,1111111-1,-----0111,187.0,150.0,150.0,100.0,100.0,100.0,3.0,4.0,0.667,437.0,437.0,437.0,441253793922.23,441.254,25.0,cap100,equity,data_raw,,,True
21,SMCI,Computer Hardware,849.4,23.6,1.5,5.2,27.3,22.0,31.0,15.2,-23.4,188.1,500.3,849.4,3831.2,-73.1,1.5,3468.1,3177.6,1000.3,21.0,21.0,21.0,21.0,0.0,0.0,21.0,21.0,-4,-735.7000000000003,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,21.0,21.0,21.0,21.0,0.0,0.0,,0.0,0.0,0.0,0.0,21.0,21.0,111110111,001111110,173.60000000000002,150.0,133.3,111.1,111.1,88.9,5.0,9.0,1.0,434.7,434.7,412.5,27224644610.76,27.225,356.0,other,equity,data_raw,,,True
22,QUBT,Quantum Computing,765.1,9.7,0.5,4.0,12.0,-2.6,-0.3,-19.8,397.5,332.7,236.5,765.1,9187.6,-139.9,1.6,12479.0,9233.7,916.0,24.0,24.0,26.0,26.0,0.0,0.0,22.0,22.0,24,-1510.699999999999,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,24.0,24.0,26.0,26.0,0.0,0.0,,0.0,0.0,0.0,0.0,22.0,22.0,110001111,111000111,151.4,150.0,133.3,133.3,133.3,133.3,6.0,9.0,1.0,434.7,434.7,434.7,2064283346.42,2.064,561.0,other,equity,data_raw,,,True
23,SNDK,Data Storage Devices,1906.0,65.0,0.8,0.6,31.8,12.9,59.4,580.1,,,,1906.0,2887.5,-4.5,1.4,1317.5,143.8,1923.4,11.0,11.0,9.0,9.0,0.0,0.0,23.0,23.0,3,-25.899999999999977,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,11.0,11.0,9.0,9.0,0.0,0.0,,0.0,0.0,0.0,0.0,23.0,23.0,11111---1,--------1,207.0,190.0,200.0,33.3,33.3,33.3,1.0,1.0,0.167,430.3,430.3,430.3,265980356782.27,265.98,47.0,cap100,equity,data_raw,,,True
24,STX,Data Storage,1783.2,80.8,6.3,6.7,8.5,3.4,35.5,134.5,626.5,876.7,1110.1,1783.2,2215.0,-36.7,1.1,1000.3,93.7,1934.1,10.0,10.0,11.0,11.0,0.0,0.0,24.0,24.0,9,-18.700000000000003,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,10.0,10.0,11.0,11.0,0.0,0.0,,0.0,0.0,0.0,0.0,24.0,24.0,111111111,100101011,173.6,190.0,111.1,66.7,66.7,66.7,3.0,9.0,1.0,430.3,430.3,430.3,210079306583.09,210.079,61.0,cap100,equity,data_raw,,,True
25,^IRX,Government Bonds,2924.9,51.9,0.6,0.4,6.0,6.9,4.0,-0.8,-41.6,900.7,4293.0,2924.9,5789.1,-166.0,1.2,5661.1,3122.2,3075.8,2.0,2.0,2.0,2.0,0.0,0.0,25.0,25.0,2,-455.1000000000004,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,2.0,2.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,25.0,25.0,111100111,110011100,151.39999999999998,190.0,111.1,88.9,88.9,88.9,4.0,9.0,1.0,430.3,430.3,430.3,,,,index,index,,,,True
26,TSM,Semiconductors,599.1,88.1,3.0,1.9,7.1,3.1,5.5,22.4,116.6,193.7,265.3,599.1,680.9,-6.0,1.1,485.8,83.9,749.9,33.0,33.0,33.0,33.0,0.0,0.0,26.0,26.0,2,-17.19999999999999,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,33.0,33.0,33.0,33.0,0.0,0.0,,0.0,0.0,0.0,0.0,26.0,26.0,111111111,111110111,206.9,110.0,177.8,111.1,111.1,88.9,5.0,9.0,1.0,428.0,428.0,405.8,2316123737972.28,2316.124,5.0,cap10,equity,data_raw,,,True
27,HOOD,Capital Markets,509.7,63.0,1.5,1.6,28.1,24.9,38.1,15.5,307.2,521.2,,509.7,820.7,-60.3,1.5,737.9,206.0,570.6,48.0,48.0,44.0,44.0,0.0,0.0,27.0,27.0,-6,-61.5,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,48.0,48.0,44.0,44.0,0.0,0.0,,0.0,0.0,0.0,0.0,27.0,27.0,1111111-1,------111,211.0,110.0,200.0,100.0,100.0,100.0,3.0,3.0,0.5,421.0,421.0,421.0,97010327298.99,97.01,134.0,large,equity,data_raw,,,True
28,ASML,Semi-Conductors,438.3,79.2,4.2,3.0,3.9,1.2,5.6,28.7,64.4,76.0,125.5,438.3,553.1,-5.8,1.4,362.5,68.5,589.2,47.0,47.0,51.0,51.0,0.0,0.0,28.0,28.0,7,-6.400000000000006,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,47.0,47.0,51.0,51.0,0.0,0.0,,0.0,0.0,0.0,0.0,28.0,28.0,111111111,111110011,195.8,110.0,155.6,111.1,111.1,66.7,5.0,9.0,1.0,416.9,416.9,372.5,670104695373.54,670.105,17.0,cap100,equity,data_raw,,,True
29,WSM,Specialty Retail,393.1,92.2,-0.1,-0.1,1.3,11.2,10.5,12.3,43.9,105.2,195.5,393.1,429.9,-40.6,1.2,340.4,78.1,543.9,54.0,54.0,55.0,55.0,0.0,0.0,29.0,29.0,-6,0.0,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,54.0,54.0,55.0,55.0,0.0,0.0,,0.0,0.0,0.0,0.0,29.0,29.0,011111111,011111111,195.8,110.0,177.8,111.1,111.1,88.9,5.0,9.0,1.0,416.9,416.9,394.7,27956576987.33,27.957,349.0,other,equity,data_raw,,,True
30,SHOP,E-commerce Software,619.0,40.7,5.2,9.9,9.6,11.5,8.5,-4.4,18.9,42.8,19.3,619.0,1544.3,-16.5,1.3,1552.2,754.0,769.9,31.0,31.0,32.0,32.0,0.0,0.0,30.0,30.0,-1,12.100000000000025,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,31.0,31.0,32.0,32.0,0.0,0.0,,0.0,0.0,0.0,0.0,30.0,30.0,111101111,111100011,173.60000000000002,110.0,133.3,133.3,133.3,133.3,6.0,9.0,1.0,416.9,416.9,416.9,173595158632.26,173.595,73.0,cap100,equity,data_raw,,,True
31,JBL,Electronic Manufacturing Services,512.5,72.5,-0.8,-0.8,-11.8,-13.4,-4.2,10.7,61.9,149.0,284.8,512.5,662.0,-28.8,1.1,541.4,114.3,663.3,42.0,42.0,43.0,43.0,0.0,0.0,31.0,31.0,-7,0.0,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,42.0,42.0,43.0,43.0,0.0,0.0,,0.0,0.0,0.0,0.0,31.0,31.0,000011111,111111111,173.6,110.0,200.0,133.3,133.3,88.9,6.0,9.0,1.0,416.9,416.9,372.5,32579354224.73,32.579,326.0,other,equity,data_raw,,,True
32,MPWR,Semiconductors,467.7,67.6,-1.0,-1.0,-8.0,-14.1,-7.0,10.5,41.1,67.0,147.3,467.7,693.2,-5.3,1.3,569.7,147.4,618.5,44.0,44.0,48.0,48.0,0.0,0.0,32.0,32.0,-7,0.0,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,44.0,44.0,48.0,48.0,0.0,0.0,,0.0,0.0,0.0,0.0,32.0,32.0,000011111,111111111,173.6,110.0,200.0,133.3,133.3,88.9,6.0,9.0,1.0,416.9,416.9,372.5,64076575079.96,64.077,205.0,large,equity,data_raw,,,True
33,MRVL,Semiconductors,720.1,75.5,6.3,6.0,29.5,17.3,65.1,131.2,198.6,240.7,328.6,720.1,862.2,-14.2,2.0,298.5,49.7,871.0,27.0,27.0,27.0,27.0,0.0,0.0,33.0,33.0,27,-41.6,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,27.0,27.0,27.0,27.0,0.0,0.0,,0.0,0.0,0.0,0.0,33.0,33.0,111111111,011110111,195.8,150.0,155.6,66.7,66.7,44.4,3.0,9.0,1.0,412.5,412.5,390.2,228790147979.36,228.79,55.0,cap100,equity,data_raw,,,True
34,TER,Semiconductors,461.4,72.4,4.3,3.9,9.0,2.5,4.7,57.7,167.3,174.4,193.5,461.4,640.8,-50.5,1.7,316.3,33.3,612.3,45.0,45.0,49.0,49.0,0.0,0.0,34.0,34.0,21,-9.6,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,45.0,45.0,49.0,49.0,0.0,0.0,,0.0,0.0,0.0,0.0,34.0,34.0,111111111,111100011,184.7,110.0,133.3,111.1,111.1,66.7,5.0,9.0,1.0,405.8,405.8,361.4,60838441745.15,60.838,214.0,large,equity,data_raw,,,True
35,URI,Equipment Rental,326.9,85.6,-5.4,-3.8,-6.1,-0.4,9.4,7.8,15.9,59.1,154.8,326.9,387.6,-36.0,1.2,325.6,81.7,477.7,64.0,64.0,64.0,64.0,0.0,0.0,35.0,35.0,-5,0.0,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,64.0,64.0,64.0,64.0,0.0,0.0,,0.0,0.0,0.0,0.0,35.0,35.0,000111111,100111111,162.5,110.0,155.6,133.3,133.3,66.7,6.0,9.0,1.0,405.8,405.8,339.2,65831393043.17,65.831,203.0,large,equity,data_raw,,,True
36,ARES,Asset Management,296.4,47.2,0.4,0.4,15.2,13.2,9.9,-7.8,-29.7,-13.6,42.5,296.4,631.0,-8.6,1.4,772.8,472.6,447.2,67.0,67.0,68.0,68.0,0.0,0.0,36.0,36.0,-5,0.0,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,67.0,67.0,68.0,68.0,0.0,0.0,,0.0,0.0,0.0,0.0,36.0,36.0,111100011,111111110,173.60000000000002,70.0,177.8,155.6,155.6,111.1,7.0,9.0,1.0,399.2,399.2,354.7,31523594264.97,31.524,331.0,other,equity,data_raw,,,True
37,DOGE-USD,Cryptocurrency,1040.6,4.8,0.3,4.5,20.1,13.4,-0.2,-25.3,-58.0,-76.0,589.5,1040.6,22199.9,-45.9,1.8,38585.7,55668.2,1156.2,18.0,18.0,17.0,17.0,0.0,0.0,37.0,37.0,12,-11346.400000000009,STRONG_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,18.0,18.0,17.0,17.0,0.0,0.0,,0.0,0.0,0.0,0.0,37.0,37.0,111000011,--0111100,128.7,150.0,114.3,114.3,114.3,114.3,4.0,7.0,1.0,393.0,393.0,393.0,14363376919.57,14.363,,crypto,crypto,data_raw,,,True
38,000660.KS,Memory,2106.5,59.9,0.1,-0.6,7.2,-9.7,21.9,145.2,680.4,1096.2,1309.8,2106.5,3531.1,-22.7,1.2,1780.6,236.0,2257.4,7.0,7.0,7.0,7.0,0.0,0.0,38.0,38.0,3,-41.80000000000001,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,7.0,7.0,7.0,7.0,0.0,0.0,,0.0,0.0,0.0,0.0,38.0,38.0,010111111,101-00111,157.3,190.0,111.1,44.4,44.4,44.4,2.0,9.0,1.0,391.7,391.7,391.7,1321749807042000.0,1321749.807,,etf,etf,data_raw,2987000.0,-37.66,False
39,AAPL,Consumer Electronics,289.6,93.9,-0.2,-0.6,4.3,7.1,10.2,12.4,16.3,19.5,55.9,289.6,309.3,-12.6,1.2,229.8,51.9,440.4,69.0,69.0,70.0,70.0,0.0,0.0,39.0,39.0,-7,-7.800000000000004,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,69.0,69.0,70.0,70.0,0.0,0.0,,0.0,0.0,0.0,0.0,39.0,39.0,011111111,111111111,206.9,70.0,200.0,111.1,111.1,66.7,5.0,9.0,1.0,388.0,388.0,343.6,4918530383263.55,4918.53,2.0,cap10,equity,data_raw,,,True
40,HWM,Aerospace & Defense,591.8,72.2,-0.6,-1.2,-16.6,-15.7,-17.2,-8.3,84.5,228.0,410.3,591.8,799.1,-54.6,1.1,836.4,196.6,725.4,36.0,36.0,35.0,35.0,0.0,0.0,40.0,40.0,-6,54.6,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL,,,,,36.0,36.0,35.0,35.0,0.0,0.0,,0.0,0.0,0.0,0.0,40.0,40.0,000001111,-01111111,148.9,110.0,175.0,125.0,125.0,75.0,5.0,8.0,1.0,383.9,383.9,333.9,91237783576.4,91.238,150.0,large,equity,data_raw,,,True
